word,chinese_translation,affect_type,stage_origin,frequency_2500,review_count_2500,example_context
wondering,心生好奇 / 纳闷想知道,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),3,3,"review_81b92c127ddb88bab681a2dd :: I do not have enough words to describe all the beauty and nature we saw on this flight. We were greeted with a friendly, Aloha and given the ground rules for the flight. Bruce our ..."
worthy,非常值的 / 值得的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),3,3,"review_d38fb233c92c34b779e4871c :: Wow - what an experience! I had the opportunity to take two separate flights - one in their Cessna and one in their incredible cherry red biplane (the only one on the island). 

On..."
amusing,风趣风趣令人发笑的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_c953e7d03bf994fca6d74d5d :: A helicopter trip is the best way to really appreciate the scale of the Grand Canyon and Maverick are a very professional outfit. Our pilot, Mike, was friendly, amusing, knowledgab..."
annoyed,感到烦恼的 / 恼火的,E1_State (Direct Internal Affective State),Stage 1 (500 Discovery),2,1,"review_92db6c4ddc4f03ed93a04bac :: We did the Scenic Flight with Glacier Landing however due to the weather we were unable to do the Glacier Landing which was absolutely devastating.
we did still manage to do the sc..."
apologetic,诚恳抱歉致歉的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_8bf531e554f4eb9eb061f4ee :: We booked a Denali flight, and when we arrived in Talkeetna by Alaska Rail from Anchorage, the weather was so bad that they canceled it.  They were very professional and apologetic..."
astounding,令人无比震撼惊叹的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_bfd57d15a7e6de7e1824ebd8 :: The wife and I would rate this experience was one of our all time bests. Air Ventures is very professional and appreciative and treats everyone like royalty. We did a helicopter to...
awestruck,充满敬畏震撼的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,"review_f85c9d7aa58920de9855549a :: Our entire experience was fabulous!  From Austin, our shuttle driver who took great care of us and our backpacks to and from their site (and had us laughing with his jokes), to our..."
awkward,尴尬的 / 别扭的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_0f50928b644eab8e69fd4905 :: I need to reschedule the flight for 3 times because of Glacier Landing. When I asked a front desk person, when was the last glacier landing, she did not able to answer me which is ..."
badly,严重地 / 糟糕地,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_b76e6c2bc278477c91d37c62 :: I first want to state that our pilot Spencer was wonderful in every way. He was very invested in our experience from start to finish, and my rating would be ""excellent"" if it only ..."
bummed,感到扫兴遗憾失落的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,review_9fa767c0524e34fd96ef3ff4 :: Not a typical I loved it review. But I was very impressed with K2 and the way they run their business. We were booked for a glacier landing tour today but unfortunately the weather...
bummer,令人扫兴扫兴的事,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_f5388b1e976e59c78115bdce :: We came for a flight seeing tour of Denali but due to weather weren’t able to fly that day. I wish I had known to check my email on the morning of the trip, it would have saved me ..."
bump,颠簸不适的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_d8bcef3b73276930469f2a1e :: We had gone to Denali National Park the day before and got a glimpse of this spectacular mountain. But we had also booked a flight seeing tour with TAT to get a closer look. This w...
calmed,心情平静安稳下来的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,review_63c95c18f52ebddff67df7b4 :: We had a wonderful experience flying with Chuck when we were in Ketchikan. He calmed our nerves and we could tell he was very experienced. His plane was absolutely perfect. He gave...
candid,坦率真诚的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_65d0a54805e601aa5a524fcc :: This review is for the Grand Deluxe tour with Kauai by Air. The tour covers most of the standard spots in Kauai including Jurassic Falls, Napali, Waimea Canyon, etc. 

Experience (..."
captivated,被深深吸引着迷的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,"review_53fcd6e518ab4f8fb6d54d7d :: Unforgettable!  Views stunning, excellent pilot. We were captivated by all of it...views of Denali and surrounding mountains, glaciers, moose, sheep, trumpet swans. Landing on glac..."
charm,顺畅 / 令人满意,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_fea58727faaa3a0887fe14ea :: We had a very short time to explore the Grand Canyon. We decided to take the early flight and were completely satisfied in every respect. Of course the views were absolutely magnif...
chatty,健谈热情的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_8de5093de03f104bbd286daa :: If you're thinking of visiting the Grand Canyon this is not to be missed. I'm a nervous flyer so I was a little apprehensive about booking a helicopter flight but there was nothing...
chilly,寒冷不适的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_a158a996fb85a211763435ea :: The flight itself is really scenic. I liked that we landed in the water about halfway through and could walk out on the sides of the plane to take in the view. Pilot was good but d...
compliment,赞美 / 赞赏评价,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_6d89a83a7e6c40e34fc3fabb :: From start to finish, our flightseeing tour from Talkeetna to Mt. McKinley, landing on Ruth Glacier was jaw-droppingly wonderful. I've lived in Alaska for almost 40 years and thoug..."
cordial,热情亲切礼貌的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_a6425ff1171e21e3392aa88c :: The personnel at Air Ventures cordial, helpful and polite.  I would recommend their services to anyone wanting to get a great aerial view of the Island of Kawaii.

Our pilot, rob, ..."
curiosity,好奇心 / 探索欲,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,"review_49cf9647abacf6af128bd5f4 :: Everything about Talkeetna Air Taxi oozes experience and professionalism.  From the initial decision process on which flight to take, to the actual flight itself, I could not have ..."
cute,可爱宜人的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_57b73b29bbe868d4692cb554 :: Our original reservation fell during a cloudy evening, so the company advised delaying (without any fees) until the next morning.  It turned out to be the clearest day in weeks.  O..."
danger,危险 / 威胁,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_4d079dc9f26b22e5cee4dac8 :: Ray is really an awesome pilot!He took us right up close to some cliffs,mountains,waterfalls,valleys and beaches without any kind of danger.You feel safe with Ray flying you.He giv..."
deaf,听而不闻冷漠的（fell on deaf ears）,E2_Appraisal (Stimulus/Service Attribute),Stage 1 (500 Discovery),2,2,"review_ce23c1ddd00fe162177658fe :: To be fair, I want to say upfront that this review focuses not only on the provider but also on Trip Advisor (based on the comments of the owner/vendor that Trip Advisor is horribl..."
discouraged,感到灰心气馁的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,review_8fc23fecb45ba0ee94242f62 :: We are a family with 4 children ages 12 to 19 and spent a week on Kauai.  We really wanted to do an air tour with our kids but the cost of a helicopter flight would have been well ...
dizziness,头晕目眩不适,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,"review_1639755de3ddcfd10c619c0b :: We originally scheduled the flight in Talkeetna. But due to the weather, our flight got cancelled. The people in the office were very patient and tried to help us to re-schedule. T..."
effective,有效划算的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_d3344afb3778097e79588e15 :: I purchased a flight with Bruce ( instructor) for a refresher for my husband who has not flown in years.  Bruce was fantastic. Great instruction, calm and great island commentary. ..."
effortless,轻松平稳的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_5e434da02b38cf19550a807e :: There are a few things that set this trip apart for us;
1.) Our pilot, Chris, gave us one of the smoothest flights I have ever been on (sorry Delta).  I wasn't necessarily expectin..."
exhausted,精疲力竭极为疲惫的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,"review_1fe7b796395cf2ecac91e147 :: Our family of 4 booked this trip due to limited time during our vacation to see the Grand Canyon.  I thought it would the perfect solution and sounded like fun.  I have two girls, ..."
faultless,无可挑剔完美的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_77341391cb13d175af149c1d :: My wife is not a good flyer, even on a 767, let alone a little Cessna or the like. There was no way I could get her on a helicopter tour, so the doors off experience wasn't going t..."
frustrated,感到沮丧的 / 挫败的,E1_State (Direct Internal Affective State),Stage 1 (500 Discovery),2,2,review_ed42ef9dc4fa813cfcacdfdb :: My family of 4 did this tour last week and were beyond impressed.  We opted for Maverick because of their fleet of newer helicopters with ample windows spanning down to the floor i...
frustration,挫败感 / 烦恼,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_b27a5b6f0ee0a61ed67119b2 :: Flight pilot didn't give full rules & regulations prior to departure.My wife  got up & switch seats  for better view & to avoid gasoline smell
Then the pilot raised his voice spoke..."
gloomy,阴沉的 / 沮丧的,E1_E2_Candidate,Stage 1 (500 Discovery),2,1,"review_a49c3b4b417661efc807e243 :: Well, there really is a reason that this is rated number 1 for attractions and activities...there really is no downside.  Firstly, making a reservation by phone or online via their..."
glowing,极度赞赏口碑极佳的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_b5268b40d3aafe7496fcb498 :: If you are visiting the Grand Canyon, the only way to take in it's full majesty is to do it by Helicopter. Maverick Helicopter were fantastic. You must take a flight with them, wel..."
grace,优雅 / 良好风度,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_be59fcb99b0add1dc982d912 :: We booked a half hour flight with another couple that told us the gentleman was flying on the recommendation of his psychologist.  He got pretty nervous after takeoff, Pilot Fred t..."
gratitude,感激 / 感恩,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_2c1a37640a6578dcad237166 :: We went on the Base camp flight 2nd of June 2012, our pilot was Tyler. Firstly to you Tyler....AWESOME Mate never felt so safe in a small plane before, your expierience was evident..."
happiness,幸福快乐感,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,review_c8c04aed9cd305332764808f :: I encouraged my husband to take the biplane flight/tour. I had no intention of going. My husband and the pilot Mark encouraged me to go along. The front seat holds two. I decided t...
hesitating,犹豫顾虑（心理活动）,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,"review_feb2301965baf7cd372cbd1f :: It's Alyssa Jacey, the singer/songwriter you hosted on the private helicopter tour! I have been MEANING to review this and my only excuse is that I went on tour! I've opened for Br..."
honesty,真诚 / 诚信解说,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_9f9111190c4a6d851371d2f7 :: We want to express our appreciation to Chip Sonn, our K2 pilot for our fantastic late afternoon/evening flight excursion while recently visiting Talkeetna, Alaska.  As part of our ..."
hopeful,怀抱希望的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_a56c790aee69c2829442e4c8 :: Best experience of my trip. Daniel was our pilot. He was just as excited as the rest of us. Before we took off, the whole staff was informing us that the clouds were coming in and ..."
horrible,极度糟糕可怕的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo..."
hospitable,殷勤好客的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_1a8c661361e1a55ed4a0ed52 :: The service provided by the Wings Over Kauai tours was very well done.  Ellen was very hospitable while waiting for our scheduled flight.  Capt. Josh has a very clear passion for a...
hug,拥抱 / 温暖关怀,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_71241e031e521f6c6963b901 :: I am terrified of flying and was really dreading the Grand Canyon tour.
 As we drove to Boulder airport I was becoming more and more terrified. As I walked into the airport a lovel..."
humility,谦逊贴心,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,1,"review_d1dfcb69be6315d42fc6e8f8 :: DISCLAIMER: I’m a tour professional living and working here in Alaska and not compensated in any way for this review. I do it because these operators are my FELLOW ALASKANS. 

Ther..."
improving,不断改善令人满意的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_8cbe628c5c47e65c0e97f867 :: We stayed in Talkeetna for two nights, planning on a flight seeing on our first day there. We were scheduled for the first morning flight. The morning was very overcast and the fli..."
incomprehensible,难以理解令人困惑的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_c765b5e7676ff96bb64c9185 :: We did the Denali experience with a landing on the Eldridge Glacier and I can confidently say it was in the top 5 experiences of my life. I felt like a child again soaring past she...
indulge,尽情享受 / 犒劳自己,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,"review_204946c26466eb6ee99eca6e :: I'd been hoping to rent a single engine airplane during our recent trip to Kauai.  I'm a private pilot, and my wonderful wife was looking for a way to see the island while allowing..."
inspirational,鼓舞人心的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_4ec20f3edcbca09024bdd5ca :: Oh my gosh!  Highlight of our trip.  We did the McKinley base camp flight and it was breathtaking, inspirational, beautiful flight.  We kep going back and forth over whether we sho..."
joyful,充满喜悦欢快的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,"review_27ee31e44dec37dd44a492ba :: Eric, the pilot, is a amazing guy doing a great job! He said we are sharing his dream, actually he was making my dream come true by letting my little girl driving a little bit! Sou..."
kindly,体贴友善地,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_91b07376e836c82b2b2ff5cc :: We had the open cockpit biplane flight beginning of February after booking online from the UK.  Jill kindly offered to collect/shuttle us from the ABC Store at Anchor Cove Shopping...
leery,提防警惕 / 顾虑重重的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,"review_2c936441bbc2f31d7558ce47 :: Words cannot describe how amazing this tour is.

From the office staff, to the ground crew, to the pilot; these people are fantastic.  The pilot went over all the emergency necessi..."
luscious,秀美令人心旷神怡的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_af6c769cd16b044c81ee438f :: My husband & I were visiting Kauai from New York.  We were extremely fortunate to fly in a comfortable but small plane to view the luscious island of Kauai.  When we arrived for ou...
mindful,细心周到的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_92808e0670a773acd1539ab9 :: Amazing unforgettable experience. Glacial landing is incredible and pilot is super capable and reliable. Would do this a million times. 
K2 has a long line checking in but were ver..."
nerve,紧张神经,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_bc094451a516daefa055857a :: This was one of the most unique experiences I have ever had! The flight from Phoenix to the Canyon was a bit nerve wracking, due to the small aircraft. Since there were only two of..."
painful,痛苦的 / 令人难受的,E1_E2_Candidate,Stage 1 (500 Discovery),2,1,"review_dc71022ec47fe7e7dad91e8d :: As an earlier reviewer mentioned, one of the Westwind planes (not the ""Executive"") has a ""bench"" at the back- with only a waist belt and no padding- which I was unfortunately assig..."
peacefully,宁静和平地,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_09687f3c5332ab59381de30a :: It was perfect and we would go again with this same company. A small fixed wing plane seating a pilot and 2 riders. Things to keep in mind if you pick this small plane-If you are v...
poorly,糟糕地 / 差劲地,E1_E2_Candidate,Stage 1 (500 Discovery),2,1,review_5bc1dd064ce1bf7325638ddb :: A party of 4 of us took the Grand Voyager tour in June 2008. The cost for 4 people being nearly $1300. You would expect with that sort of price that your tour would be organise pro...
praise,称赞 / 高度赞扬,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_c47a8f0a85e514d042ad1889 :: Though TAT doesn't *need* more praise, my experience with them was simply so phenomenal that I have to give them yet another Excellent review. This is a top-notch company with some..."
precious,弥足珍贵的 memory,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_02d9b6799d194eb3a407125d :: Just got back from Kauai - went on a 1 hour airplane tour over Kauai - very nice experience over the island of Kauai - pilot tells you the sites that you are going over; at the end...
precision,精准靠谱的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_e0d4177111a512725ecee24d :: I have to share my experience this morning. I took my Very First Flight Ever a couple of hours ago and did it through RedTail Aviation in a 6 person plane. I was so nervous before ...
primo,一流的 / 顶级的,E1_E2_Candidate,Stage 1 (500 Discovery),2,1,"review_50ad674985c5646672bc62e8 :: We dealt directly wit Taquan Air by email to book this rather than through our ship. Much cheaper and really easy to do, they are really easy to deal with directly and are happy to..."
raving,赞不绝口极力推荐的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_1758d760d6f52438c4d85cce :: Bruce the pilot was great with our 2 nervous flyers.  He gave a great talk while we were flying and patiently answered any/all questions.  All of us were raving about the tour long...
refreshing,令人神清气爽耳目一新的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_8343a9e5e6828bbdfdd832af :: We are 'local' (Anchorage) and had scheduled a trip on Saturday. Friday's trip to Talkeetna was beautiful....Denali visible from our home all the way to Talkeetna. Sarah worked wit...
respectful,充满敬意的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_ba9020f58a998f8c58e088b9 :: We had a blast going on the Big Kahuna Kauai Air Tour.  It was fantastic to see the island this way and gave us a different way of appreciating the beauty of Kauai.  Our pilot was ...
romantic,浪漫惬意的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_ec2216c5191fd0c8ebfb9e1d :: amazing experience thanks a lot.
highly recommended 
max was amazing 
very romantic 
the view was perfect..."
rudely,粗鲁地 / 无礼地,E1_E2_Candidate,Stage 1 (500 Discovery),2,1,"review_b27a5b6f0ee0a61ed67119b2 :: Flight pilot didn't give full rules & regulations prior to departure.My wife  got up & switch seats  for better view & to avoid gasoline smell
Then the pilot raised his voice spoke..."
ruined,毁掉行程的 / 扫兴糟心的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_2d3f2a00e6ef98ca5161d902 :: The pilots are excellent, friendly, knowledgeable, and skilled. 

But, don’t get your weight estimate wrong or Keith at the front desk will talk down to you as if you lied on purpo..."
satisfying,令人称心满意的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_10fbd937c93c8e5b1ea0bd58 :: I traveled to Alaska for my 50th birthday and my experience with K2 sits on the top of my list and we did ALOT. We flew around Denali Mtn. on the 2 hour glacier landing trip. I lov...
scare,吓人 / 引发恐慌的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_5d94a7bb9a8a4324e9b57891 :: We chose the South face Tour with Glacier Landing. The check in was fast and easy. The staff was super nice. You have to weigh yourself and your belongings and they determine how t...
seamless,流畅无缝无摩擦的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_0f34dc86f2887a73f98dad09 :: We were 2 couples traveling on the Pride of America. Pilot Marcus took us on a spectacular flight over Kauai. It was a highlight of our cruise. His commentary was very interesting ...
seasick,晕船 / 晕眩恶心的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),2,2,"review_b4defed8dabe04d3de367e4c :: Awesome service. Our pilot, Bruce, made a point to keep track of all our names and interacted with each of us by name throughout the flight. A very nice touch. We actually flew thr..."
secret,秘境 / 私密独享感,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_3fabab1c18329fdb94e0581c :: The day before my Air Ventures Hi flight, I had an amazing conversation with a helicopter tour across the street. I was the 1st for the next tour which required 6 passengers. No on..."
securely,安全平稳地,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_168aab1a1f0b80f2400963aa :: This was a spectacular flight! We had a sunny day and Denali was out in all it's glory.
Our pilot Stan started off with all the safety features and then after we were securely in o..."
sensitive,敏感的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_cbe4d099bc688920d0a3a2b9 :: My two sisters and I planned a lovely, activity filled Christmas in Kauai. We picked this company for our air tour because of the great reviews. Although the flight was nice (Marcu..."
serenity,宁静 / 祥和,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_f513ccad486e4e6b27890911 :: Unsurpassed professionals guiding you to a ""once in a lifetime opportunity"" to see both Sedona and The Grand Canyon from the comfort of an airplane.  Fire up the GoPro for this adv..."
shining,璀璨夺目的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_4b4ba93d00a26f2d30de6497 :: From the very beginning the flight was unbelievable. The sun was shining and the views were beyond spectacular!  A chance of a life time and well worth the price.
Paul made us feel..."
skeptical,怀疑的 / 存疑的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_3a562693d0a814861060b2cf :: My husband and I were thrilled and 100% satisfied!  After booking with Air Ventures we were a bit skeptical because their price is unbeatable!  Other companies charge twice as much...
slick,熟练专业/光滑的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_f636b160dcd5b8cb35245d33 :: Maverick tours are a very slick and professional company. There was 8 in our party and we had a great day. We couldn't fault any part of the tour and Bruce our guide was informativ...
smart,聪慧的 / 明智的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_3ba1137cb1b4e9207840a231 :: We found a really nice fishing experiance in Talkeetna.Starting with Molly the office manager to the pilots and guides. All were friendly and accomodating. Yes we did catch many fi...
stability,平稳安心感,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_cce5c0d3468ee1bee4178621 :: What a wonderful way to start a week in Kauai with a flight over the island in a stable, roomyAir Ventures Hawaii Airvan plane with a super pilot who provided a wonderful, informat..."
strange,怪异不安的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_254f46e4a5fb0f6c7e0c50cd :: I am rewriting this review, as my first review was softly forced.  The pilot stopped the golf cart near the hangars and asked us to click the links and do the review on the spot…an..."
subtle,微妙精细的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_2a67dff0977ab1e1a6ec02e2 :: Kauai really can only be appreciated in its entirety from the air.  Ellen's ""Wings Over Kauai"" accomplishes the mission with safety, competence, and a keen appreciation for the cus..."
superior,优越顶尖的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_7279b58725f75f922479856e :: We arrived for our pre booked flight to be told that the weather coming in would effect the hour tour we had arranged and that our flight would have to be reduced from an hour to 3...
talented,才华横溢精湛的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_0cf8290af6a3504f8b5f33d9 :: We had a wonderful time on our flight with Wings Over Kauai! I had looked at helicopter tours as well, but we chose a fixed-wing flight because it's far safer (check out Kauai Unde..."
terribly,极度负面地 / 抱歉,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_f1afb11c14a20df3c0e654e1 :: All I can say is GO. And K2 is the company to GO with.
That's our experience. And what an experience it was...

If you have the means and the wherewithall to
afford this trip, it i..."
thankful,感激的 / 感恩的,E1_State (Direct Internal Affective State),Stage 1 (500 Discovery),2,2,"review_bbf12aaf52ffd1f8f514701a :: This was the experience of a lifetime. By nature of their business, weather can play a role in their ability to provide their service. K2 was phenomenal at staying in communication..."
trepidation,惊恐战栗 / 不安,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_03a8176b0cded4dbc878970a :: Mavericks did a fantastic job from the time I made our reservation through to the after flight picture taking. They are extremely professional and have a very efficient and accurat...
unbelievably,难以置信地,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_f4707f9a700067a778a5ea66 :: Our pilot Mike was an excellent tour guide giving great detail behind the outstanding visual scenery.  The fjords are just unbelievably beautiful....
uncertain,不确定的 / 顾虑的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_b000df598ef420c3db6a55b4 :: We did a Denali explorer flight seeing tour with glacier landing on July 5.  I had originally had this excursion booked for three weeks prior to this date, but I came down with cov..."
unfortunate,不幸遗憾的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_cbe4d099bc688920d0a3a2b9 :: My two sisters and I planned a lovely, activity filled Christmas in Kauai. We picked this company for our air tour because of the great reviews. Although the flight was nice (Marcu..."
unhappy,不高兴不满意的,E1_State (Direct Internal Affective State),Stage 1 (500 Discovery),2,2,review_5bc1dd064ce1bf7325638ddb :: A party of 4 of us took the Grand Voyager tour in June 2008. The cost for 4 people being nearly $1300. You would expect with that sort of price that your tour would be organise pro...
unprofessional,不专业的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_942191570bc6c27e6f1ef0b4 :: My experience was awful. The pilot literally ignored every sentence I had spoken and pretended like we were invisible. He was only friendly to another family that were on the plane...
unstable,不稳定摇晃令人担心的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,review_905ea7ae4640bfc3d91b8080 :: This trip around Mt Denali was breath taking and our pilot was awsome on knowledge and making sure we all had great views for pictures. The sky around the mountain was clear but th...
vibrant,生机勃勃色彩斑斓的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),2,2,"review_bcf320da42532060b35e73fc :: Absolutely incredible experience flying over the stunning landscapes of Kauai! From breathtaking views of the Na Pali Coast to the vibrant greenery of Waimea Canyon, every moment o..."
wary,警惕顾虑的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
worldly,超凡脱俗的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_6857382b853cc9b1e8671ff9 :: This was one of the best things we did in Alaska on our two week vacation! We did the Denali Flyer with Glacier Landing. Although our original flight was cancelled due to weather w...
yummy,美味愉悦的,E1_E2_Candidate,Stage 1 (500 Discovery),2,2,review_e8ba09c98f233e51030cc9c3 :: My wonderful friend treated me to the trip starting in Phoenix to Sedona then over Grand Canyon- many views then pink jeep trip on land from airport in Grand Canyon takes you to se...
aggressively,挑衅攻击地 / 极其恶劣地,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_4899b603a9d2f1beb416a798 :: This company does not deliver pleasant experiences.

This company makes guest violently ill and then act aggressively toward the guest in a hostile manner causing the guest to beco..."
agreeable,宜人的 / 令人满意的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_e260da5ed867253b4fc60778 :: We flew with Kim from Redtail up to the launch point for our Green river rafting trip. This particular morning was quite challenging in terms of the weather conditions and the extr...
alas,唉 / 遗憾的是,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_5acad42fcb96595910c9a410 :: Got a call a couple days before our flight saying we'd booked through a third party and our seats were actually not available.  WRONG.  We booked directly on Mavericks website and ...
animated,生动的 / 活力充沛的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_9a6426dc1c3d9f04489aec57 :: We chose this company to do a flightseeing tour of Denali with glacier 
landing. They were very professsional, prompt in their responses when arranging the tour. I had no doubts as..."
appropriately,恰当地 / 贴心地,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_50087c058cc38daa21b82926 :: We took this flight combined with “The Original Grand Canyon Jeep and Safari Tour.”  No words can appropriately describe this awe inspiring experience.  At one time I found myself ...
askance,怀疑斜视地（不信任）,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_cbe4d099bc688920d0a3a2b9 :: My two sisters and I planned a lovely, activity filled Christmas in Kauai. We picked this company for our air tour because of the great reviews. Although the flight was nice (Marcu..."
automatically,自动地 / 自然而然,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_4e12b4a1176793651a28a048 :: My husband and I visited Alaska for my first time in early August.  We knew we wanted to experience a fly over Denali National Park.  After researching the various tour operators o...
