word,chinese_translation,affect_type,surface_forms,coarse_pos,frequency,review_count,example_context
stuffy,闷热不适的（体感不适）,E1_E2_Candidate,stuffy,ADJ,2,2,"review_53ff5143a41d862350d136a5 :: Cameras, spare batteries and memory card, cash (for the coffee shop / gift store), sunglasses, water (it can get pretty stuffy if the bus is full).
review_9685d4336920d0bca9a54784 :: Plane is a little stuffy, need more air circulating around, but its probably the same with any small aircraft."
successful,成功的 / 满意的,E1_E2_Candidate,successful,ADJ,2,2,"review_26ab44db3f0b749f3156aee3 :: I had total confidence in him and was 100% certain We would have a successful flight.
review_ada23e30e9050b395a5e4949 :: It is impressive to see their facility as they appear to be running a very successful tour company, I was disappointed to find out that the 2 hour tour, was not 2 hours flying, but rather 2 hours from the start of the shuttle at the port to return to the port."
sudden,突然的 / 猝不及防的,E1_E2_Candidate,sudden,ADJ,2,2,"review_f1afb11c14a20df3c0e654e1 :: But that ominous cloud never brought any dramatic, sudden weather changes to our location.
review_ef7bbe16ce33d90360beda5a :: Although we had very clear sky during the flight, there were sudden small sharp drops in altitude here and there."
sweet,甜蜜的 / 甜美的,E1_E2_Candidate,sweet,ADJ,2,2,"review_d6633755ab0fe56676302484 :: Bryan, our pilot, was funny and a pleasure and Pua in reception was very sweet and helpful.
review_d3aa33b2ada8580a5b5a3b5d :: Too sweet!"
terrified,极度惊恐的,E1_State (Direct Internal Affective State),terrified,VERB|ADJ,2,1,"review_71241e031e521f6c6963b901 :: I am terrified of flying and was really dreading the Grand Canyon tour.
review_71241e031e521f6c6963b901 :: As we drove to Boulder airport I was becoming more and more terrified."
tranquility,宁静 / 平和,E1_E2_Candidate,tranquility,NOUN,2,2,"review_8b4c172e7b644d8c4b931cc0 :: Words cannot do justice to the scenery and the tranquility felt during our short stay on the pontoon.
review_a8e08d3e333554d846e6a0c3 :: Whilst sitting on the lake the tranquility left us with a lasting memory of a wonderful experience."
trouble,麻烦 / 困扰,E1_E2_Candidate,trouble,NOUN,2,2,"review_082e1f27aa3bb895882c5db8 :: Was no trouble at all.
review_2c1a37640a6578dcad237166 :: From the time we arrived ALL of you guy's were very welcoming and friendly and nothing seemed to much trouble, your counter staff we met on arrival took the time to show us a map of were we would fly, told us of features we should keep an eye out for and so MUCH more."
unbeatable,无可比拟的 / 无敌的,E1_E2_Candidate,unbeatable,ADJ,2,2,"review_3a562693d0a814861060b2cf :: After booking with Air Ventures we were a bit skeptical because their price is unbeatable!
review_8a2e45237fce19ebec74d4f5 :: Smooth ride, absolutely stunning views of the island, and an unbeatable price."
unbelievably,难以置信地,E1_E2_Candidate,unbelievably,ADV,2,2,"review_feb8e8b8f877bcebb986186f :: Seeing the teams come into the Rainy Pass, check in, take care of their dogs, talk to the vets and answer our questions was unbelievably nice.
review_f4707f9a700067a778a5ea66 :: The fjords are just unbelievably beautiful."
uncomfortable,感到不适的 / 不安的,E1_State (Direct Internal Affective State),uncomfortable,ADJ,2,1,"review_af08902c4c1b7326756e9e93 :: Basically he made us very uncomfortable during the flight to the point where we just wanted the flight to be over and done with.
review_af08902c4c1b7326756e9e93 :: I will certainly not recommend K2 due to this extremely uncomfortable experience due to the pilot's very obvious rude behaviour."
understanding,体谅的 / 理解的,E1_E2_Candidate,understanding,NOUN|ADJ,2,2,"review_32807464806a96254ea2ceff :: This was a great way to see this very scenic island and added enormously to our understanding of the island as a whole.
review_b000df598ef420c3db6a55b4 :: We moved the cruise to a later date and I called Talkeetna Air Taxi to tell them and to ask if I could switch the excursion to the new date on my cruise and they were so helpful and understanding and made the change with no problem."
unreal,如梦似幻的 / 震撼的,E1_E2_Candidate,unreal,ADJ,2,2,"review_6e26cab593dc66b15f99cf0a :: Stepping onto a glacier was unreal!
review_6e1b32b84859070da88e0d06 :: Beautiful flight and unreal views."
upfront,直率透明的,E1_E2_Candidate,upfront,ADJ,2,2,"review_bbf12aaf52ffd1f8f514701a :: I am so thankful for the upfront, clear, and continued communication from the staff.
review_595866657b926f8591d80cf2 :: Myr tour was done in smaller 4 seater airplane - I rode upfront with pilot with wife and child in back seat."
valuable,珍贵的 / 有价值的,E1_E2_Candidate,valuable,ADJ,2,2,"review_3e1abc7ed002a345eb9524ce :: It could have been more informational and valuable if our pilot was more interactive.
review_6c48905d4d285a3a633a9e12 :: Acted as if my booking through a ""third party=trip advisor"" made my business less valuable to them."
warmly,温暖地 / 热情地,E1_E2_Candidate,warmly,ADV,2,2,"review_65d0a54805e601aa5a524fcc :: This is followed by the first in-person conversation where they Bruce and Ellen warmly invited us into their office to collect additional information and address other flying logistics, rather than dealing with the customer at the counter.
review_2f2fabf3ad89d81f441b1162 :: We got there early and were warmly greeted and told we could leave early."
wildest,最疯狂的（狂想）,E1_E2_Candidate,wildest,ADJ,2,2,"review_f1afb11c14a20df3c0e654e1 :: It is the grandest adventure beyond your wildest
review_83fe4d7e7dc015a14d52be74 :: The entire experience was beyond our wildest expectations."
worst,最糟糕的,E1_E2_Candidate,worst,ADJ,2,2,"review_e6b750a0b2d4a111abb60937 :: The two interior seats of the back row have the worst views.
review_5bc1dd064ce1bf7325638ddb :: 30pm and they could not care less - in fact the insolence and rudeness of the staff would have to be the worst i have ever encountered."
worthwhile,值得的 / 划算的,E1_E2_Candidate,worthwhile,ADJ,2,2,"review_f486131a76d495cf9d39fbf2 :: That made the trip really worthwhile.
review_9f9d62b99552657a136a55ab :: Absolutely worthwhile to travel this way."
aggressively,挑衅攻击地 / 极其恶劣地,E1_E2_Candidate,aggressively,ADV,1,1,review_4899b603a9d2f1beb416a798 :: This company makes guest violently ill and then act aggressively toward the guest in a hostile manner causing the guest to become fearful of their personal safety.
agreeable,宜人的 / 令人满意的,E1_E2_Candidate,agreeable,ADJ,1,1,review_e260da5ed867253b4fc60778 :: Kim is a great pilot and made sure that we stayed safe even when Mother Nature wasn't being agreeable.
airsick,晕机的,E1_E2_Candidate,airsick,NOUN,1,1,"review_b4bead6114e21d906db86f66 :: My daughter got a little airsick and Steve was even willing to fly us to another spot if needed so she could, uh, take care of business with no one else around."
alas,唉 / 遗憾的是,E1_E2_Candidate,alas,ADJ,1,1,"review_5acad42fcb96595910c9a410 :: Well, after checking the lady confirmed indeed we had booked directly thru Maverick, but alas SORRY our seats are still were not available and the only seating option was three days later AFTER we leave."
amazement,惊叹 / 惊奇,E1_E2_Candidate,amazement,NOUN,1,1,review_50087c058cc38daa21b82926 :: At one time I found myself with my hand over my heart or on my cheer just in amazement.
animated,生动的 / 活力充沛的,E1_E2_Candidate,animated,ADJ,1,1,"review_9a6426dc1c3d9f04489aec57 :: Also, a more animated clear narration while in the air would also have been good."
appropriately,恰当地 / 贴心地,E1_E2_Candidate,appropriately,ADV,1,1,review_50087c058cc38daa21b82926 :: ” No words can appropriately describe this awe inspiring experience.
aside,撇开 / 排除,E1_E2_Candidate,aside,ADV,1,1,"review_6466b9ab383b5a4f1fdda53c :: Aside from the novelty of taking off an landing on water we were treated to a sightseeing adventure along the Marin County coastline, past the Golden Gate Bridge, along the San Francisco waterfront, over the Bay Bridge, over Giant's stadium, and over Alcatraz."
askance,怀疑斜视地（不信任）,E1_E2_Candidate,askance,NOUN,1,1,"review_cbe4d099bc688920d0a3a2b9 :: In fact, his demeanor was such that both my sister and I looked at each other in askance."
authentic,地道的 / 真实无伪的,E1_E2_Candidate,authentic,ADJ,1,1,"review_a8e08d3e333554d846e6a0c3 :: If you have never experienced flying in an authentic, historic float plane (sea plane) then you should not miss this trip out to the misty fjords."
automatically,自动地 / 自然而然,E1_E2_Candidate,automatically,ADV,1,1,"review_4e12b4a1176793651a28a048 :: We were happy because we did want to have a glacier landing and we didn’t even ask, it was automatically done!"
awkward,尴尬的 / 别扭的,E1_E2_Candidate,awkward,ADJ,1,1,"review_0f50928b644eab8e69fd4905 :: When I asked a front desk person, when was the last glacier landing, she did not able to answer me which is quite awkward whereas K2 Aviation giving advertisement always with Glacier landing."
badly,严重地 / 糟糕地,E1_E2_Candidate,badly,ADV,1,1,"review_b76e6c2bc278477c91d37c62 :: I'm being generous by saying ""average,"" simply because I hate to reflect badly on him in any way."
bang,物超所值（bang for buck）,E1_E2_Candidate,bang,NOUN,1,1,"review_da8299d8fba78458a1318905 :: However, I do think this particular tour option gives you the most ""bang for the buck""."
basic,基础的 / 简陋的,E1_E2_Candidate,basic,ADJ,1,1,review_5e434da02b38cf19550a807e :: We did the most basic flight but added the glacier landing and it was everything we could've dreamed.
beneficial,有益的 / 有帮助的,E1_E2_Candidate,beneficial,ADJ,1,1,"review_a49c3b4b417661efc807e243 :: There are fantastic photo ops, which is beneficial because the flight is slower and steady, and you are up in the air for around 70 minutes."
blind,盲目的 / 视线受阻的,E1_E2_Candidate,blind,NOUN,1,1,"review_442bd14270e4cf874af0ab43 :: When we arrived at the bear viewing area, Mark helped us get signed up quickly so that we could get a slot in the bear viewing blind, and Mark continued to provide awesome commentary about different bears and occurrences that we saw when we were up at the viewing platform."
bluest,最湛蓝的（极致景色）,E1_E2_Candidate,bluest,ADJ,1,1,"review_a0e5554c9ea393f975ce70db :: I felt as though we had landed one level shy of Heaven -- total silence, pure white snow with diamond crystals, the bluest of skies, white fluffy clouds."
bluntly,直言不讳地,E1_E2_Candidate,bluntly,ADV,1,1,"review_23cf34800c98795a842db371 :: "" When I told him, he said bluntly ""That is not customary."
brilliant,璀璨的 / 出色的,E1_E2_Candidate,brilliant,NOUN,1,1,"review_979ebaf5ccd3b94c095ddf1a :: We picked Kauia destination for our honeymoon, but as far as we wanted to make the trip brilliant we came to Kauai un prepared about doing an Air tour !"
broad,宽广的,E1_E2_Candidate,broad,ADJ,1,1,review_53ff5143a41d862350d136a5 :: com who have a broad spectrum of both helicopter and airplane options available.
bubbly,活泼热情的,E1_E2_Candidate,bubbly,ADV,1,1,"review_bea011d24dcf4997edde8188 :: Our pilot ""Piper"" was an amazing lady - bubbly,informative, wrote down some turtle spotting tips for us afterward, and yet still professional in all her dealings with other aircraft and air traffic control."
candid,坦率真诚的,E1_E2_Candidate,candid,ADJ,1,1,"review_65d0a54805e601aa5a524fcc :: Our initial conversation during the data gathering and reservation was candid, honest and direct without any high-pressure sales."
casual,随和轻松的,E1_E2_Candidate,casual,ADJ,1,1,"review_92db6c4ddc4f03ed93a04bac :: I think i was a little more annoyed as the pilot just announced to us in such a casual manner ""yeah so it doesn't look like we'll be landing today sorry folks"" so blaze."
charm,顺畅 / 令人满意,E1_E2_Candidate,charm,NOUN,1,1,review_fea58727faaa3a0887fe14ea :: Everything worked out like a charm.
chatty,健谈热情的,E1_E2_Candidate,chatty,ADJ,1,1,review_8de5093de03f104bbd286daa :: The pilot we had was named BJ and he was very chatty and helpful throughout the flight telling facts about the canyon and answering any questions we had.
cheer,振奋 / 欢呼,E1_E2_Candidate,cheer,NOUN,1,1,review_50087c058cc38daa21b82926 :: At one time I found myself with my hand over my heart or on my cheer just in amazement.
cheesy,俗气的 / 劣质的,E1_E2_Candidate,cheesy,NOUN,1,1,"review_53ff5143a41d862350d136a5 :: We had headsets that alternated between playing an audio travel guide with useful information on the area, and a cheesy soundtrack that I reckon was taken from ""Blazing saddles"" !"
chill,惬意轻松的,E1_E2_Candidate,chill,NOUN,1,1,review_4e12b4a1176793651a28a048 :: Super chill and greeted us wearing jeans and a t-shirt.
chilly,寒冷不适的,E1_E2_Candidate,chilly,ADV,1,1,"review_a158a996fb85a211763435ea :: Flight was also chilly, not that I expected it to be heated but there was a gap along the door that let in a ridiculous amount of cold air so be sure to bundle up."
compliant,顺从的 / 合规安心的,E1_E2_Candidate,compliant,NOUN,1,1,"review_43ea85710b6216e626dd2867 :: My only compliant was my setting, near the wing and supports; it was difficult to get some shots with out including them."
complimentary,赞赏的 / 赠送贴心的,E1_E2_Candidate,complimentary,ADJ,1,1,"review_417440d433c62ab1d44cb99c :: The pilot was so nice and the staff including the shuttle driver went the extra mile in helpfulness and showed their generosity by celebrating our anniversary with complimentary ""Alaska Beers"" !"
concerns,担忧 / 关切,E1_E2_Candidate,concerns,NOUN,1,1,review_f1afb11c14a20df3c0e654e1 :: or in person answering all your questions and addressing your concerns.
confusion,困惑 / 混乱,E1_E2_Candidate,confusion,NOUN,1,1,review_0feea62cebd439414c25d6fc :: When we reached out thinking there was confusion we were told they got booked on her day off.
conscientious,认真负责的,E1_E2_Candidate,conscientious,ADJ,1,1,review_8939fd8604bce70a3b1b8fc9 :: very conscientious with a great sense of humor!
conscious,有意识的 / 讲究的,E1_E2_Candidate,conscious,ADJ,1,1,"review_5429f4ef0478bae9255d337b :: Everyone at Talkeetna Air Taxi was efficient, safety conscious and so helpful."
danger,危险 / 威胁,E1_E2_Candidate,danger,NOUN,1,1,"review_4d079dc9f26b22e5cee4dac8 :: He took us right up close to some cliffs,mountains,waterfalls,valleys and beaches without any kind of danger."
darling,可爱的 / 亲切的,E1_E2_Candidate,darling,ADJ,1,1,review_e8ba09c98f233e51030cc9c3 :: we even stopped at the famous El Tovar Hotel and were treated to Hopi Indian dances featuring a darling 3-4 year old I'll never be able to repay my friend for her generosity as this was truly a day I'll always remember ✈️
deaf,听而不闻冷漠的（fell on deaf ears）,E2_Appraisal (Stimulus/Service Attribute),deaf,NOUN,1,1,review_1a1601cda603ad2706af1666 :: I mentioned it to the pilot but it fell on deaf ears literally.
decency,礼貌体面 / 服务缺乏礼貌体面,E2_Appraisal (Stimulus/Service Attribute),decency,NOUN,1,1,"review_af08902c4c1b7326756e9e93 :: At the end of the flight, he didn't even have the decency to say goodbye and went about doing his own stuff with the airplane."
decent,尚可的 / 体面的,E1_E2_Candidate,decent,ADJ,1,1,"review_bed38cb5492cc85e5a6942a8 :: As several reviewers have pointed out, if you are an average male you should expect to be in the rear seat and if you are in the middle dont expect to capture any decent photos."
delighted,高高兴兴的,E1_State (Direct Internal Affective State),delighted,VERB,1,1,review_50d0c427181c796477638983 :: All of us were delighted with the trip.
disappointment,失望 / 遗憾失落情绪,E1_State (Direct Internal Affective State),disappointment,VERB,1,1,"review_371d97ab086d05f4b8dd720f :: Much to our and our kids' disappointment, our morning flight was initially cancelled because of smoke from forest fires."
disconcerting,令人不安的,E1_E2_Candidate,disconcerting,ADJ,1,1,review_6c48905d4d285a3a633a9e12 :: Helicopter had a lot of vibration that was a little disconcerting.
disrespectful,无礼的 / 冒犯的,E1_E2_Candidate,disrespectful,ADJ,1,1,review_cbe4d099bc688920d0a3a2b9 :: It was incredibly rude and disrespectful of her to treat me in such a manner and I let her know.
eager,热切的 / 渴望的,E1_E2_Candidate,eager,ADJ,1,1,review_f32161287cbdcd87c87a048a :: They are eager to book (W/ Glacier Landing) any one of 4 Denali flightseeing trips.
easiest,最省心的 / 最容易的,E1_E2_Candidate,easiest,ADJ,1,1,review_53ff5143a41d862350d136a5 :: Not the easiest time in the morning to rise after a night of Mojitos and Margueritas !
economical,划算实惠的,E1_E2_Candidate,economical,ADJ,1,1,review_dd13be75c4e20e2ce06840f8 :: This is a smaller business and the price is more economical than the commercial helicoptor rides.
ecstatic,狂喜的 / 极度兴奋的,E1_E2_Candidate,ecstatic,ADJ,1,1,review_7b76705a2666fc9f007a68b5 :: Everyone on board including Chris was ecstatic!
effective,有效划算的,E1_E2_Candidate,effective,ADJ,1,1,review_d3344afb3778097e79588e15 :: Also FYI much more cost effective and smooth ride than a helicopter.
effortless,轻松平稳的,E1_E2_Candidate,effortless,ADJ,1,1,review_5e434da02b38cf19550a807e :: The take-off and landing were almost effortless.
emotion,情感 / 情绪,E1_E2_Candidate,emotion,NOUN,1,1,review_92db6c4ddc4f03ed93a04bac :: There was no heartfelt emotion behind that which really annoyed me.
emotional,情感上的 / 动情的,E1_E2_Candidate,emotional,ADJ,1,1,"review_5d1ed7c73f280b31c37e8a26 :: My wife and I both agreed that because the power and the beauty were so intense, there were times when it was very emotional and even spiritual."
enjoyment,乐趣 / 享受,E1_E2_Candidate,enjoyment,NOUN,1,1,review_794213f1ad4da1e5287e8990 :: He really does keep the passenger's comfort and enjoyment in mind at all times and knows the island very well.
exquisite,精美的 / 绝妙的,E1_E2_Candidate,exquisite,ADJ,1,1,review_99803732bf820023c1852422 :: The ride was relaxing with exquisite views with highlights pointed out along the route by the pilot.
extraordinary,非凡的 / 卓越的,E1_E2_Candidate,extraordinary,ADJ,1,1,review_82389ed0329e407b94318d6e :: Seeing the mountains that close was extraordinary and beautiful.
favourable,有利的 / 良好的,E1_E2_Candidate,favourable,ADJ,1,1,"review_088122d77a9ff92ab3462c97 :: Everyone we dealt with at the company were lovely ,even advising us to change our flight from 24 Nov to 25 Nov as they believed the weather would be more favourable."
flaky,不靠谱的 / 经常取消的,E1_E2_Candidate,flaky,ADJ,1,1,review_07a4d180b1c3927f6d90e08e :: We spoke to some Grand Canyon park employees and they said they frequently heard complaints about Grand Canyon Scenic Airlines being flaky and dropping reservations with little warning.
fortunately,幸运的是,E1_E2_Candidate,fortunately,ADV,1,1,"review_b4bead6114e21d906db86f66 :: Fortunately we had enough time in port that it wasn't really an issue, just an inconvenience."
friendliness,友善 / 亲和力,E1_E2_Candidate,friendliness,NOUN,1,1,review_cee3f2a03829a94fe1a6a788 :: full of friendliness and information.
frustrated,感到沮丧的 / 挫败的,E1_State (Direct Internal Affective State),frustrated,ADJ,1,1,"review_ed42ef9dc4fa813cfcacdfdb :: I could tell my son started getting a little frustrated because he couldn't follow all of the pilot's information pointed out, but I was able to tell him to just relax and enjoy, there is no quiz afterwards, and he was much better after that just soaking in the sights."
frustration,挫败感 / 烦恼,E1_E2_Candidate,frustration,NOUN,1,1,review_b27a5b6f0ee0a61ed67119b2 :: I understand his frustration because of federal aviation rules.
fuss,大惊小怪 / 争吵骚动,E1_E2_Candidate,fuss,NOUN,1,1,review_07b74d25ca8cca39cb34a0be :: The reason I did not create a fuss on the spot was because that was the last tour and my ship was leaving in 1 hour and there was no other tour available so us it as an advice and if you book it through Taquan air make sure to ask at the counter that they are not asking you to sit in the back.
glorious,壮丽辉煌的,E1_E2_Candidate,glorious,ADJ,1,1,review_4e12b4a1176793651a28a048 :: Ruth glacier is huge and glorious in the air.
grandest,最宏大的 / 极其壮丽的,E1_E2_Candidate,grandest,ADJ,1,1,review_f1afb11c14a20df3c0e654e1 :: It is the grandest adventure beyond your wildest
gratitude,感激 / 感恩,E1_E2_Candidate,gratitude,NOUN,1,1,review_2c1a37640a6578dcad237166 :: Again thanks and much gratitude from two very impressed Aussie's
grumpy,脾气暴躁的 / 不悦的,E1_E2_Candidate,grumpy,ADJ,1,1,review_0007fe1c2b3216a8645c4245 :: Our pilot was grumpy and not personable.
haha,哈哈（欢快情绪）,E1_E2_Candidate,haha,ADJ,1,1,"review_98e74ad69a88380b69ce727c :: With his patience, we were given multiple chances to take pictures, haha."
harsh,严酷恶劣的,E1_E2_Candidate,harsh,NOUN,1,1,"review_123bf9f58334923a62ba4371 :: Be aware that harsh weather will sometimes interrupt the tours, so it's a good idea to call ahead if the weather looks ominous."
hassle,麻烦 / 烦心事,E1_E2_Candidate,hassle,NOUN,1,1,review_9f9d62b99552657a136a55ab :: Their office worked it out with no hassle to get us on a flight back the next day the way we wanted.
hassles,烦心事 / 摩擦,E1_E2_Candidate,hassles,NOUN,1,1,"review_442bd14270e4cf874af0ab43 :: If you remember any tip from this review, it is this: if you want to avoid the potential hassles and delays of low-tide arrivals at Anan Creek by float plane, make sure ahead of time that your pilot knows to putter into the entrance of the creek where the water is deep enough (even at low tide) for any float plane to drop off passengers just below the ranger briefing station."
hazardous,危险的 / 有隐患的,E1_E2_Candidate,hazardous,ADJ,1,1,review_5bc1dd064ce1bf7325638ddb :: No clear path or directions marked on the hazardous trail.
heartfelt,真挚的 / 出自内心的,E1_E2_Candidate,heartfelt,NOUN,1,1,review_92db6c4ddc4f03ed93a04bac :: There was no heartfelt emotion behind that which really annoyed me.
hopefully,怀着希望地,E1_E2_Candidate,hopefully,ADV,1,1,review_300f9baf05912fc8f616fd90 :: Just hopefully their timing is better.
hopes,期盼 / 希望,E1_E2_Candidate,hopes,NOUN,1,1,"review_58ba87f9326f017e0b3399ae :: I hate to write a review in the midst of COVID for a small business, but unfortunately due to our experience I’m writing this in hopes that nobody else has the same experience."
hostile,敌意的 / 恶劣的,E1_E2_Candidate,hostile,ADJ,1,1,review_4899b603a9d2f1beb416a798 :: This company makes guest violently ill and then act aggressively toward the guest in a hostile manner causing the guest to become fearful of their personal safety.
hug,拥抱 / 温暖关怀,E1_E2_Candidate,hug,NOUN,1,1,"review_71241e031e521f6c6963b901 :: She was so lovely, she gave me a hug and some vouchers for a free drink and a souvenir photo."
humour,幽默感,E1_E2_Candidate,humour,NOUN,1,1,"review_b7057b38356e6f4a373a9626 :: It’s hard to pick a favourite bit of the tour as the scenery was awesome from start to finish, our Pilot/ tour guide Henry was fantastic and we loved his sense of humour."
hungry,贪婪的（money hungry）,E1_E2_Candidate,hungry,ADJ,1,1,review_782108ad97fa0d3252690e48 :: Money hungry corporate.
ill,生病的 / 恶心呕吐的,E1_E2_Candidate,ill,ADV,1,1,review_4899b603a9d2f1beb416a798 :: This company makes guest violently ill and then act aggressively toward the guest in a hostile manner causing the guest to become fearful of their personal safety.
immeasurable,无法估量的 / 极致的,E1_E2_Candidate,immeasurable,ADJ,1,1,"review_83fe4d7e7dc015a14d52be74 :: Landing on a glacier, high up on Denali itself was an unforgettable and immeasurable experience."
impeccable,无可挑剔的,E1_E2_Candidate,impeccable,ADJ,1,1,"review_98e74ad69a88380b69ce727c :: With his incredible skill, we were able to witness the sea cliff from an impeccable perspective."
inclement,恶劣的气候,E1_E2_Candidate,inclement,ADJ,1,1,review_bbf12aaf52ffd1f8f514701a :: K2 was phenomenal at staying in communication with me when inclement conditions threatened our adventure.
inspirational,鼓舞人心的,E1_E2_Candidate,inspirational,ADJ,1,1,"review_4ec20f3edcbca09024bdd5ca :: We did the McKinley base camp flight and it was breathtaking, inspirational, beautiful flight."
joking,开玩笑的,E1_E2_Candidate,joking,NOUN,1,1,"review_53ff5143a41d862350d136a5 :: This was particularly pleasing as it made a mockery of those who had raced off the bus to be first in line, shouldering children and elderly folk out of the way to get the best seats - I'm joking of course but there was a stampede to be first in line !"
keen,热情的 / 敏锐的,E1_E2_Candidate,keen,ADJ,1,1,review_e83a9bc682b158918ad0f243 :: Having taken a couple trial flying lessons before I was also keen to have the opportunity to take the controls.
laughter,欢笑 / 笑声,E1_E2_Candidate,laughter,NOUN,1,1,review_b143c99b79aada9945f9276a :: The laughter and ease with this group and the crew spoke volumes and told me right away that we had chosen well.
luckily,幸运地 / 幸亏,E1_E2_Candidate,luckily,ADV,1,1,"review_ed42ef9dc4fa813cfcacdfdb :: The only thing I would have prepped my kids with prior is that we were assigned seats once we got outside to the helicopter (they were happy and luckily we had no issues) and that once we're flying, we had to talk via the headsets."
mad,发怒的 / 生气的,E1_E2_Candidate,mad,NOUN,1,1,"review_e7eff18ff9d70537c7037589 :: At first i was a little mad, we had a tour booked at 10am and the pilot showed up late"
marvelous,绝妙的 / 令人惊叹的,E1_E2_Candidate,marvelous,ADJ,1,1,review_6a37a276cde42d2608622f3e :: This flight is a marvelous way to see the Grand Canyon.
miraculously,奇迹般地,E1_E2_Candidate,miraculously,ADV,1,1,review_f32161287cbdcd87c87a048a :: 1) our flight was not full and there were miraculously 2 seats left on the flight we were offered.
miserable,极度痛苦糟糕的,E1_State (Direct Internal Affective State),miserable,ADJ,1,1,"review_dc71022ec47fe7e7dad91e8d :: Instead, I was crouched over on a hard bench to see out of the scratched windows, and it was miserable."
mood,心情 / 情绪,E1_E2_Candidate,mood,NOUN,1,1,review_82386bb91c344ca8b5ec8dd0 :: From the first moment Tony put us in a relaxed mood
nasty,令人厌恶的 / 恶劣的,E1_E2_Candidate,nasty,ADJ,1,1,review_af08902c4c1b7326756e9e93 :: At one point during the flight our 6 year old daughter who was sitting behind the pilot's seat ACCIDENTLY kicked his chair and he gave her a nasty look.
nerve,紧张神经,E1_E2_Candidate,nerve,ADJ,1,1,"review_bc094451a516daefa055857a :: The flight from Phoenix to the Canyon was a bit nerve wracking, due to the small aircraft."
nerves,紧张感 / 不安神经,E1_E2_Candidate,nerves,NOUN,1,1,review_8de5093de03f104bbd286daa :: There was also music on in the helicopter which really helped to calm my nerves.
nicest,最美好的 / 最亲切的,E1_E2_Candidate,nicest,ADJ,1,1,review_3be86b281748fcad0f0f0b34 :: I must say the young men who answered the phone had some of the nicest manners I have heard in a while.
noisy,喧闹吵杂的,E1_E2_Candidate,noisy,ADJ,1,1,review_c3f460d4aaa80dae038e0054 :: The price point was great cheaper than a helicopter and not so noisy.
offensive,冒犯的 / 令人不适的,E1_E2_Candidate,offensive,ADJ,1,1,review_942191570bc6c27e6f1ef0b4 :: It was an extremely unprofessional and outrageously offensive behavior for a tour company.
overwhelming,铺天盖地震撼的,E1_E2_Candidate,overwhelming,ADJ,1,1,review_9773b7ee16f20be92466f8f1 :: But the helicopter ride over the Grand Canyon is overwhelming!
passion,热情 / 激情,E1_E2_Candidate,passion,NOUN,1,1,"review_00deb5b5ce64791d3809151f :: You had the sense that this was not just a job, but a passion - sharing his love for the island."
peace,宁静 / 和平,E1_E2_Candidate,peace,NOUN,1,1,"review_f513ccad486e4e6b27890911 :: The peace, serenity and unsurpassed beauty and wonder will remain with us for a lifetime."
peaceful,平和宁静的,E1_E2_Candidate,peaceful,ADJ,1,1,review_cd27921d3895fc595fd53af3 :: The pilot had great commentary on the fjords and the background music was very peaceful and perfect for the setting.
pleasurable,令人愉快的,E1_E2_Candidate,pleasurable,ADJ,1,1,"review_0d83a2c8c71d477e19742e49 :: As I am also a pilot, I did the flying and he managed the radio and navigation so it was a very relaxed and pleasurable experience."
positive,积极正面的,E1_E2_Candidate,positive,ADJ,1,1,review_b143c99b79aada9945f9276a :: Everything positive we read about Wings Over Kauai was absolutely true.
positively,积极正面地,E1_E2_Candidate,positively,ADV,1,1,review_536e18c70c45f6079ab4ba5b :: Trip was amazing Eric was wonderful positively wonderful take this trip.
powerful,强烈的 / 感人的,E1_E2_Candidate,powerful,ADJ,1,1,review_812312f6cb44d7e3c4fdfa1b :: Words/pictures can not explain how powerful.
priceless,无价的 / 极为珍贵的,E1_E2_Candidate,priceless,ADJ,1,1,"review_bc094451a516daefa055857a :: I would highly recommend this to others if you are looking for a once in a lifetime experience to see the Grand Canyon from above, the views were priceless!"
pricey,昂贵的 / 偏贵的,E1_E2_Candidate,pricey,ADJ,1,1,review_f5ca1940bb4b3b4a6ade99fa :: It was a bit pricey but we expected it because you’re flying in a floatplane Believe me when I say we all agreed it was definitely worth the money.
profound,深刻震撼的,E1_E2_Candidate,profound,NOUN,1,1,review_82389ed0329e407b94318d6e :: A profound experience!
racist,种族歧视的,E1_E2_Candidate,racist,NOUN,1,1,review_585fd4de71474864f99ab2f5 :: In addition he also seemed to be a bit racist (we are Indians) and insulting to our family.
reassured,感到安心的,E1_State (Direct Internal Affective State),reassured,VERB,1,1,review_41d65926ab60faa93ac4a301 :: A nice lady behind the desk reassured me and eased my fears.
regrets,遗憾 / 后悔,E1_E2_Candidate,regrets,NOUN,1,1,"review_bbf12aaf52ffd1f8f514701a :: I hope I get to go back someday, and if I don’t, no regrets."
reliable,可靠的 / 可信赖的,E1_E2_Candidate,reliable,ADJ,1,1,review_9a6426dc1c3d9f04489aec57 :: I would not use them again if another reliable option is available
reputable,信誉良好的,E1_E2_Candidate,reputable,ADJ,1,1,"review_f5ff83b24533166f9a04eddb :: Don’t waste your time here, find yourself a reputable company"
respectful,充满敬意的,E1_E2_Candidate,respectful,ADJ,1,1,review_ba9020f58a998f8c58e088b9 :: It was easy to arrange the tour and everyone with whom we met from this company was respectful and had smiles on their faces (it makes a big difference when communicating with someone with a friendly smile and demeanor!
