word,chinese_translation,stage_origin,frequency_21215,review_count_21215,example_context
distracting,distracting (动词),Stage Final (Full Corpus),3,3,review_d8a945d255c07b980130098b :: This was our first tour on a small aircraft and it was awesome. Bruce and Ellen were so friendly and made us feel welcome from the moment we arrived. The flight itself was incredib...
ditch,ditch (名词),Stage Final (Full Corpus),3,3,"review_c1d9ce7e63e10646cfb4f225 :: We did pre-book (via Titan tours UK) and flew at 9 am, weighed and put into groups so you will fly with other people, 6 in our helicopter. You get pre-flight notes to read and a sm..."
doll,doll (名词),Stage Final (Full Corpus),3,2,"review_a41883b665a82256ef120f1a :: Bruce, Ellen and Maron (sorry hon if I spelled it wrong) were absolutely wonderful! My fiancee and I were in Kauai for only 4 days and planned only to lounge at the beaches every d..."
dos,dos,Stage 2 (2000 Expansion),3,3,review_4d7df51a58803e91da8c12db :: I wanted this experience to be the highlight of my trip and the team at Air Ventures Hawaii in Kauai did not disappoint. Booking online was simple and the check-in process with Pua...
doubling,doubling (名词),Stage Final (Full Corpus),3,3,review_84b594f905f20a620e29652c :: I've been wanting to go on a helicopter tour my whole life and found a 2-for-1 coupon in my hotel's pamphlet for Air Ventures. I booked a Sunday morning tour for two and asked what...
doubly,doubly (副词),Stage Final (Full Corpus),3,3,review_84f387f0f6d2ced805a5354f :: To fly among such grandeur was awe inspiring. And to do so in such an ancient British aircraft doubly so....
douglas,douglas (名词),Stage Final (Full Corpus),3,3,"review_bf5c63c271fa20ff109e8ef1 :: Chose this over helicopter tour.  Loved it. The pilot, Douglas was very nice. If you can, start with this flight when you are in Kauai so that you get the whole picture of the isla..."
downfall,downfall,Stage 2 (2000 Expansion),3,3,review_901a254d9c9a281794fb2cbc :: We were so fortunate to have taken this beautiful flight tour.  It was a trip of a life time.  We had a beautiful blue sky for our flight around Mt. Mckinely - could not have asked...
downpours,downpours (名词),Stage Final (Full Corpus),3,3,"review_cf699243100d856267cebce5 :: We arrived in Ketchikan by cruse ship on Sunday, August 10 to be greeted by cloudy skies and torrential downpours.  Our family of 10 booked this excursion several months prior and ..."
downtime,downtime (名词),Stage Final (Full Corpus),3,3,review_2e505285b803029b43a8c065 :: We had a wonderful day on the Scenic River Adventure. Our family loved the plane ride over the Canyon which gave us amazing views all the way up to Page.  The Antelope Canyon tour ...
draft,draft (名词),Stage Final (Full Corpus),3,3,"review_b007b3cc4801147446c993aa :: I would highly recommend taking a helicopter tour of the GC! We took a 45 minute ride that included going over the south rim, flying across to the north rim and amazing views all t..."
drank,drank (动词),Stage Final (Full Corpus),3,3,"review_ce8032f57024b20f45cecf6a :: Today - May 20, 2015 we took this flight (the Cessna tour).  If you read any of the reviews they will tell you how this is a family run operation, that Bruce the owner is an excell..."
drizzling,drizzling (动词),Stage Final (Full Corpus),3,3,"review_4667f3e402a9045c6bc28a7b :: Unfortunately, it was cloudy and drizzling on our day of the scheduled ride and we couldn't do the glacier landing route.  I wanted to write a review and let those with potential a..."
drown,drown (动词),Stage Final (Full Corpus),3,3,"review_c504d1a407b9995149f746e2 :: Today was our first day ever in Alaska.  We docked in Ketchikan this morning, and we were scheduled to take a flight seeing tour aboard a seaplane in the Misty Fjord National Monum..."
drowned,drowned (动词),Stage Final (Full Corpus),3,3,review_213c1c09b380e2012d130767 :: The flight over was fun and informative with music that drowned out the engine noise. The Bear Guide was knowledgeable and receptive to questions. We got some great pictures of a y...
dying,dying (名词),Stage Final (Full Corpus),3,3,"review_be756d082c9857ee2d7f2a8b :: Had a blast! Eric was great and friendly, we had an awesome time flying over Volcanoes National Park and taking a pit stop in Hilo for lunch. 10/10 would definitely recommend! I’ve..."
easter,easter (名词),Stage Final (Full Corpus),3,3,"review_5c30dc94dddfe4fff0ba188a :: Very nice experience, you get to see all 5 of the islands and a lot of cool little easter eggs surrounding every single island. the flying was very smooth and enjoyable the pilot w..."
eaten,eaten,Stage 1 (500 Discovery),3,3,review_bbcdcbce742a6aa7efed2d0f :: First time we had been on a sea plane. It was well-organised and we each had a window seat and ear phone as very noisy. We flew to Neet Bay and saw two bears in the distance near t...
educates,educates (动词),Stage Final (Full Corpus),3,3,"review_4b511e785239ec5a840348cc :: If you are planning a trip to Grand Canyon, add this tour to your itinerary. Grand Canyon Air Tours offers a Smooth Water Bus Trip that is just amazing.  The tour bus picked me up ..."
edwardo,edwardo,Stage Final (Full Corpus),3,3,"review_1b02d85df65682650be00c7c :: My husband booked the romantic air tour with champagne and we had a great time. It was a great
Experience and our pilot Edwardo was amazing. Very friendly and he had a lot of inter..."
effecient,effecient,Stage Final (Full Corpus),3,3,"review_c83b6edd20fc5ca4997ca565 :: A fantastic experience, effecient and professional. Check in staff very helpful. The pilot was very calm and efficient, just what you want when feeling uncertain.
The trip was comp..."
elaborate,elaborate (动词),Stage Final (Full Corpus),3,3,review_551439ec24a9a2e57d026dd9 :: We decided on the Maverick Helicopter Tour as it seemed that they had newer equipment than the other tour companies in the area. You meet at the Tusayan Airport which is outside of...
elevator,elevator (名词),Stage Final (Full Corpus),3,3,review_b4b12aaf5735cf2790c0c1e5 :: We were 24 minutes late leaving from the South Rim of the Grand Canyon and the plane did not have the touring windows as promised so my husband spent the flight bent over.  Please ...
elias,elias (名词),Stage Final (Full Corpus),3,3,"review_073d76b5a400c7e62e004d2e :: My travel mate said this was the most memorable thing she had done on a previous trip to Alaska so of course, we had to book this adventure. Very smooth check-in process, helpful s..."
elliot,elliot,Stage Final (Full Corpus),3,1,"review_5017f29c4699cdf6edac026c :: If you had one day in Alaska and had to pick one thing to do, flying with K2 Aviation to Denali National Park for a 3 hour hike (guided by Alaska Alpine Adventures) surrounded by g..."
emphasize,emphasize (动词),Stage Final (Full Corpus),3,3,"review_4511133a8ef35ba847a7d3a6 :: Beautiful flight, confused office staff and dishonest pilot took away from what could've been an amazing experience!  Doing a land tour on our own prior to a cruise, we decided we ..."
emphasized,emphasized (动词),Stage Final (Full Corpus),3,3,"review_1d643caad9167cdeabccc48e :: Our flight around Denali, including glacier landing, with K2 Aviation was amazing, and we would highly recommend them for anyone looking for a Denali flight tour.

Our pilot, Doug,..."
encompassing,encompassing,Stage 2 (2000 Expansion),3,3,review_4deb0dc67f4bcf015626bc2d :: The flight was all encompassing beautiful view of Maui Molokai Lanaii and other islands. Truly unbelievable and fun. !...
encourages,encourages (动词),Stage Final (Full Corpus),3,3,"review_121a873984301ad873c3427c :: We heard rave reviews about ""Wings Over Kauai"" while we in Maui, so we booked ahead...and the experience lived up to its billing.  We were in the 2 seat Cessna.  Bruce is very pers..."
enhances,enhances (动词),Stage Final (Full Corpus),3,3,"review_39259f5571349b342d73c825 :: We did a 7 day cruise down the coast of Alaska which was breathtaking throughout, but this was one of the highlights.  Cruising over the mountains, you look down at beautiful lakes..."
enquiry,enquiry (名词),Stage Final (Full Corpus),3,3,"review_a05903ca30f7739d123f5142 :: Our family of four (two adults, a toddler, an infant) thoroughly enjoyed our tour in the Cessna. Captain Bruce's insights made for a great commentary. Customer service was exceptio..."
enterprise,enterprise (名词),Stage Final (Full Corpus),3,3,"review_1ed7ab50f5d539ef4fa42bed :: We wanted to buy our friend a special birthday treat so booked at seaplane companies in Ketchikan with the idea of a short sightseeing flight.
Most had pre-designated trips with a ..."
entertain,entertain,Stage 1 (500 Discovery),3,3,"review_e0a96b68ee7a1f853235303f :: Everything was well organized, the flight was very cool and pilot Dylan managed to entertain us well along the way. Very cool to experience!..."
enveloped,enveloped,Stage 1 (500 Discovery),3,3,review_ad5d9eb046c5372ae1ddec0d :: Excellent tour of Denali . Seeing the snow enveloped peaks which resembled scoops of vanilla ice cream melted over the jagged mountain  ridges was awe inspiring and spectacular. Du...
erosion,erosion (名词),Stage Final (Full Corpus),3,3,"review_7b8accb15e16639bd4d05294 :: Forty minutes flying over the Grand Canyon is an endless time to enjoy the fantastic natural beauty of this unique site, formed by weather erosion in recent times and oceans millio..."
establishment,establishment (名词),Stage Final (Full Corpus),3,3,review_8a18ae88a6d78ed07ef92d0a :: You may not get this chance in the future so take off with K2 Aviation it is a first class establishment. Kudos to all of the staff....
estimate,预估 / 估计,Stage 2 (2000 Expansion),3,2,"review_2d3f2a00e6ef98ca5161d902 :: The pilots are excellent, friendly, knowledgeable, and skilled. 

But, don’t get your weight estimate wrong or Keith at the front desk will talk down to you as if you lied on purpo..."
ethereal,ethereal (形容词),Stage Final (Full Corpus),3,3,"review_b626bed5d5a2fa1b84a7b108 :: Amazing experience and great way to see the entire island! I had been disappointed that the day before I couldn't see Waimea Canyon due to fog, and this tour made up for it. I was ..."
euro,euro (名词),Stage Final (Full Corpus),3,3,"review_c5463e5a6c45d63910ce97df :: We chose Scenic airlines for a tour to the grand canyon because we didn't have the time to drive to it ourselves. BIG MISTAKE! Drive to it yourselves! Do not book a flight, but spe..."
eurocopter,eurocopter,Stage Final (Full Corpus),3,3,"review_822ebefc783f4575f6b759c6 :: I have been to the Grand Canyon five times.  This was the first time we did a helicopter tour, and this was absolutely the best visit because of the helicopter ride. It provides su..."
everlasting,everlasting,Stage 2 (2000 Expansion),3,3,review_cc53c38b7da769ed020168e2 :: We booked a flight with K2 as part of our exploration of the great state of Alaska. This flight was the highlight of our trip. The staff was very professional and courteous. The pl...
everthing,everthing,Stage Final (Full Corpus),3,3,"review_a1c22f637f9a0b08e05be9a4 :: For our 10yr. wedding anniversary, my husband and I went to Kauai and happened upon the ""Wings over Kauai"".  Little did we know it would be one of the highlights of our trip!  Bruc..."
eveyone,eveyone,Stage Final (Full Corpus),3,3,review_98f07fcae1b8b5197b3743dd :: My wife and I thoroughly enjoyed our Wings of Kauai flight this morning.  From the initial response to our online reservation to the final post-flight goodbye as we walked back to ...
evolution,evolution (名词),Stage Final (Full Corpus),3,3,"review_5b214f13092466c89c4401ef :: The aerial tour of Sedona, Flagstaff and, of course, the Grand Canyon was fabulous. This was further enhanced by the south rim Hummer tour. This was all followed up with a bonus, d..."
exaggeration,exaggeration (名词),Stage Final (Full Corpus),3,3,"review_8f7be608c175a75d98da1d29 :: I've been to many places around the world, and this was a bucket list item for me.  No exaggeration, this was one of the best experiences of my life so far.  Our pilot, Jesse, was ..."
exclamation,exclamation (名词),Stage Final (Full Corpus),3,3,"review_2ced2be9a338446e48906797 :: ""Best hour of my life""--or at least that's how my daughter (not a little kid, but rather a highly accomplished and well travelled professional) described it.  While I trust her exc..."
existent,existent,Stage 2 (2000 Expansion),3,3,"review_8b084ea5e088cfca06358c49 :: Great service.  Great ride.  What more can you ask for?  Outside of an awesome experience, the folks at Wings over Kauai made my vacation by allowing a reschedule due to bad weathe..."
exists,exists (动词),Stage Final (Full Corpus),3,3,"review_cfe97f0a4b75fc3bc0250af5 :: Gorgeous flight with a friendly, professional crew.  Got the opportunity to see close up the various northern coves that are now on our 'boating bucket list'. And we enjoyed our st..."
expedia,expedia,Stage Final (Full Corpus),3,3,review_34a27c8f598eb661d70a6abd :: I was looking forward to going on this but due to weather two times we had to reschedule and not end up going.  The worst part is that Air Ventures stated they would refund our mon...
extraordinaire,extraordinaire (形容词),Stage Final (Full Corpus),3,3,"review_5b5a8633ad07f6782a3172ed :: Our pilot, Mike, and the fantastic folks at Taquan Air helped Scott and I plan our perfect wedding at the Misty Fjords!   The flight out was thrilling, especially from the copilot'..."
extremly,extremly,Stage Final (Full Corpus),3,3,review_22d8ab67ef7e5b36f2036791 :: We decided to book an air tour to see all the beauty of the island. And we haven't been disappointed. The booking went all vey smoothly. Our little three year old son was free of c...
fairy,fairy (名词),Stage Final (Full Corpus),3,3,review_df9bb71beb2c8163f356bf95 :: The weather was a clear warm sunny day.  Could not have been more perfect flying conditions for seaplane flight to Misty Fjord.  Our pilot was clearly very experienced and all take...
fam,fam,Stage Final (Full Corpus),3,3,review_96f27debfbc0e8ac6f6d61c5 :: Josh was awesome. He knew so much about Kauai and was very engaging. My fam went for the 3 o’clock flight and the weather was perfect. We flew around the whole island!...
famed,famed,Stage 1 (500 Discovery),3,3,"review_1ab65cb42e53b9fdbac29df8 :: The WOK experience was really great. AWESOME !! It was way better than I had expected. 
The flight was excellent. The hosts very hospitable and friendly. 
The flight was pretty sta..."
familiarize,familiarize (动词),Stage Final (Full Corpus),3,3,review_bf371d62f3dfc22cea938425 :: We took a quick flight tour of Denali with K2 Aviation in October 2016. Our trip was absolutely amazing from start to finish. They were open and easy with question before we arrive...
familly,familly,Stage Final (Full Corpus),3,3,"review_b65001746c5b5471b7aad827 :: I've had in the past many experiences with other companies but this was is faaar on the top pf my list:
Few things that place them in top of my experience:
- easy to book, flexible..."
fantastically,fantastically (副词),Stage Final (Full Corpus),3,3,"review_a4b9eb3d9c9ab8fd1ca882e8 :: Been on lots of tours and flights all over the world, but this was my favorite.  Super friendly and very considerate.  Made sure everyone was comfortable.  Bruce, our pilot, was kn..."
fares,fares (名词),Stage Final (Full Corpus),3,3,review_fee51921f8b5f550492e416e :: Wings over Kauai are the friendliest and most professional company you can book your trip with. I emailed various companies which provide this service and Ellen was the first to re...
fatal,fatal (形容词),Stage Final (Full Corpus),3,3,review_429dd641be29ae263734051d :: This was one of the funnest things I’ve done. Went on a whim. Ended up getting on an earlier flight. We were the last one to land on the glacier as weather closed in. I always felt...
feasible,feasible (形容词),Stage Final (Full Corpus),3,3,review_3d6be7854a8a27808f142a87 :: The tour was excellent and we had a great chance to see the mountains in their true glory.  And for the first time I could really understand how the glaciers are really a rivers of...
featured,featured,Stage 2 (2000 Expansion),3,3,review_b1c8ec7b09901fef13508e14 :: The only way to truly appreciate the beauty of nature and the island's landscape is to see it from the above. My private plane ride with Bruce was an amazing experience as he knows...
fenced,fenced (动词),Stage Final (Full Corpus),3,3,review_4c29b90cd4e7bc222443344c :: The flight was calm and view was beautiful.   The pilot gave us information about what we were seeing.  Free parking in a lot that is fenced in at night....
fifty,fifty (名词),Stage Final (Full Corpus),3,3,"review_c00570741373ac17def569a8 :: Not only is this the best way to travel from Seattle to the San Juans, it's fun, quicker, no more expensive and logistically the best option.  We don't get why anyone would opt for..."
fightseeing,fightseeing,Stage Final (Full Corpus),3,3,"review_25811ee686bc5834062bbcf3 :: We stopped in Talkeetna for lunch on our way to Denali and our server recommended fightseeing with K2 aviation. Wow! It was fabulous! We saw Mt Denali up close, flew around mountai..."
figuratively,figuratively (副词),Stage Final (Full Corpus),3,3,"review_1bbaf9835eaf9a0a0592eb35 :: We were ""in the clouds"" both figuratively and in reality.  The day was less than ideal and we knew we would not see Mt Mckinley, so K2 gave us option to cancel.  Thankfully, we did..."
filed,filed (动词),Stage Final (Full Corpus),3,3,"review_a53612874700ec1af5894416 :: We landed in Lihue with a good four hours before being able to check into our lodging and decided, upon the recommendation os friends, to spend a portion of that taking an airplane..."
filight,filight,Stage Final (Full Corpus),3,3,review_c92bd6f7c52ee662516d41fd :: I ran into an issue with K2 because of my height.  I was unable to see anything on the flight because I was the last person on the plane and got stuck over the wing.  K2 resolved t...
finaly,finaly,Stage Final (Full Corpus),3,2,"review_423900e8c6f71dee36ddccef :: Weather forecast wasn´t so good, but finaly - excelent weather for such a amazing experince. So nice - to start from lowland and slowly fly closer and higher to Denali summit acros..."
firmly,firmly (副词),Stage Final (Full Corpus),3,3,"review_2ac3119d1007b880814f74bb :: Worth every penny we spent going to Alaska. There are just no words for this experience. Flying between mountain peaks, stunning views, landing and taking off on a glacier with fre..."
flats,flats (名词),Stage Final (Full Corpus),3,3,"review_d7a5c04a2838396b53c93397 :: Pre-booked on our Princess Cruisetour, we went for the Denali summit flightseeing tour with K2 Aviation, located at the airport in Talkeetna. A shuttle bus goes from the Princess L..."
flavor,flavor (名词),Stage Final (Full Corpus),3,3,"review_4a73319ffdd8d2e297949c80 :: I didn't have a lot of time, still wanted to see nature's wonder called Grand Canyon.i booked this trip for 169USD and it was more than I expected. We were transported to boulder m..."
flied,flied,Stage 1 (500 Discovery),3,3,review_a43d1a8e2bbed26b1f2c88c7 :: I visited Ketchikan in August during a cruise trip to Alaska.  My family took the flight by Tequan Air Tours to see Misty Fjords.  It is an amazing journey.  The float planes are e...
flighseeing,flighseeing,Stage Final (Full Corpus),3,3,"review_303514231f8763a9e938c745 :: July 12, 2024, took a ""Misty Fjords Flighseeing"". Pilot, Clark, did not have a welcome word when we took off and either a  thank you for us when we left.  Very little talk about wh..."
fling,fling (名词),Stage Final (Full Corpus),3,3,review_6fccbb2df5b7b57927579a9c :: For three summers I have done this gig with family and friends. If you go in July during the mountain school training ask to land on Ruth's Glacier. This is an awesome event landin...
fluent,fluent (形容词),Stage Final (Full Corpus),3,3,"review_b76a1804672cfdb375ebfb06 :: very great day / one of the activity to be absolutly  done.For your foreign customers, ( german, french spanish etc ...) please ask to your guide to speak slow...Even if our englis..."
flyby,flyby,Stage Final (Full Corpus),3,3,"review_287f2ed66772b4b4aeb5c048 :: Flew with SeaWind Aviation to breathtaking Misty Fjords on August 7, 2014. We arrived by cruise ship.  Booked directly with Lesley by phone/web.  Everything was wonderful, pickup, ..."
flybys,flybys,Stage Final (Full Corpus),3,3,review_ac0c85daab3670663713c7c1 :: Great views of private island flight.  Saw things we would never see from ground.  Windy day but Eric did excellent job minimizing bouncing.  Eric was great guide providing excelle...
follows,follows (动词),Stage Final (Full Corpus),3,3,"review_82b7a539891fd4ada7f21c4e :: Disappointed! 

K2 Aviation has the fancy sign, a prime spot in town, sweatshirts in the front of their office and even coffee, but they lack professional customer service.  Alaska..."
followup,followup (名词),Stage Final (Full Corpus),3,3,review_5d6677e27308b3729507fb6c :: I took my family on the Wings over Kauai flight and it was a great experience and was about HALF the cost of a helicopter tour. Customer service and followup was excellent as you m...
foolish,foolish (形容词),Stage Final (Full Corpus),3,1,"review_dc109ac213f530dc27498675 :: I flew on ""Air Ventures Hawaii"" today and really ""got took"" as they say. First from booking on Priceline, what was stated there and on the trip info simply was not what I got. To a..."
footing,footing (名词),Stage Final (Full Corpus),3,3,"review_bbc77cee2838d03cea7507bc :: The scenery was terrific, but the exciting aspect of our trip was actually landing on the glacier.  On September 8, 2021, the sun was playing tag with fluffy white clouds. When we ..."
footprint,footprint（名词/物理实体）,Stage 1 (500 Discovery),3,3,"review_f283525f9b58e8e6f3ad9791 :: We wanted to do an air tour, but didn't feel like spending the big bucks on a helicopter ride.
We decided on Air Ventures, not only for price, but liked the idea of an airplane tha..."
forested,forested (动词),Stage Final (Full Corpus),3,3,review_9bcfab40119e83769bd07552 :: Absolutely amazing experience!  Truly a once in a lifetime opportunity!  Our flight time had to be re-scheduled due to weather and K2 was proactive and professional in making the c...
forewarning,forewarning (名词),Stage Final (Full Corpus),3,3,review_9cc699fcb8b3d3fab878cc9f :: I'm conflicted as to how to review Westwind as we had two different planes for our group of 16 family and friends (ages ranging from 25 - 60) who had completely different experienc...
forgetting,forgetting,Stage 2 (2000 Expansion),3,3,review_e495fd201b9d6423e3682e2b :: It was amazing. Was able to see whales and the cliffs. The views were spectacular and a never forgetting experience....
fork,fork (名词),Stage Final (Full Corpus),3,3,review_0e35b5586fbfbc6e8d2e7078 :: Do not debate whether or not you should fork over $250-$300 for the McKinley flier. Just do it! This is a once-in-a-lifetime experience that you will never forget. It will move you...
format,format (名词),Stage Final (Full Corpus),3,3,review_b0ceaa744c8bcc5cd05aafd1 :: We took this tour as part of a package from our hotel and loved it. At least 50 minutes in the air with constant incredible views. My seat on the left side “as you look forward” wa...
forming,forming (动词),Stage Final (Full Corpus),3,3,review_0e650027a96b4c269d17ea88 :: A highlight of our week-long Alaska trip.  A K2 floatplane took us on an up-close tour of the glacier landscape on the south side of Denali with a very informative narrative by our...
foundation,foundation (名词),Stage Final (Full Corpus),3,3,review_359446cd20864dc33c5d527f :: Maui Plane Rides provides a top notch experience.  Customer service was excellent from the start.  This is the most efficient way to see the beauty of multiple Hawaii islands.  Wor...
founder,founder (名词),Stage Final (Full Corpus),3,3,"review_fba0c2570a24fcaeee02754b :: We did an Airvan tour with Bruce, the founder, as our pilot. He was incredibly knowledgeable (hes a Ph.D. in addition to being a pilot), funny and accommodating to our party of fiv..."
freakin,freakin（中性词）,Stage 1 (500 Discovery),3,3,review_3be86b281748fcad0f0f0b34 :: This is a bucket lister for sure. We called one day ahead and made the reservation with ease. I must say the young men who answered the phone had some of the nicest manners I have ...
freeway,freeway (名词),Stage Final (Full Corpus),3,3,"review_7109cbe731bb78e24ae1fde9 :: I had never been in a small craft before, so I was scared and relictant even as I buckled in while still on the tarmac. Even after the smooth take-off, and cruise past landmarks, I..."
freeze,freeze (名词),Stage Final (Full Corpus),3,3,"review_4199ea4c5e6f258ffd7756ef :: Great history shared on our flight to and from Denali. Chip, our pilot made sure we were safe and that we could here him in our headsets while we were in flight. He welcomed any qu..."
frequency,frequency (名词),Stage Final (Full Corpus),3,3,review_682fba363f7a3141357db8a6 :: There are some words that are used with such frequency that they lose their meaning when they are really needed.  I was fortunate enough to see Denali on a clear day and join K2 Av...
fret,挂心 / 烦恼,Stage 2 (2000 Expansion),3,3,"review_0e6241ee723bd441df7f52c5 :: They sold me on flying low and being able to see lots of wildlife close up . . . 
We flew at about 500 - 650 feet above the grounds so any wildlife you see is minimum  600 fret awa..."
fri,fri (名词),Stage Final (Full Corpus),3,3,review_35a1f77327d0d6faba14012c :: I've been living in Miami for 5 years now and have done a couple regular Cessna flights myself over the Miami Beach Shoreline etc.  But the Seaplane experience tops that. Taking of...
friendship,friendship (名词),Stage Final (Full Corpus),3,3,review_a23fdacd9d450d977b8092ce :: Beautiful experience and excellent tour guide! The tour guide was friendship and the trip was wonderful!...
frigid,frigid (形容词),Stage Final (Full Corpus),3,3,"review_1636d12d18db452c5987b98e :: Our Flight Seeing adventure with K2 Aviation in Talkeetna, AK was the highlight of our 10 day Alaskan vacation.  Although we traveled to several other cities and participated in ma..."
fro,fro,Stage Final (Full Corpus),3,3,"review_d5b64d3253225bff93dc0bb7 :: Our pilot was very good, explaining the various of parts of Kauai as we passe over them.  He was lighthearted and pleasant to listen to.  He covered the whole island and there was ..."
functions,functions (名词),Stage Final (Full Corpus),3,3,review_3617a7cccc1ebe926a7377ad :: We had a wonderful trip with eric.  Both of my boys got to control and fly the piper aircraft.  We saw amazing views of the reef along Maliki island.  He x plainer the functions an...
funky,funky,Stage 2 (2000 Expansion),3,3,review_a0b726bcbd79ffd1083baa7d :: This was the highlight of our trip to Alaska.  The scenery is breathtaking and the glacier landing is really fun too.  Our pilot (Alex) had tons of experience (thousands of hours f...
furnished,furnished (动词),Stage Final (Full Corpus),3,3,review_a9ca2d0887c02d989d5b4a82 :: Maybe a little expensive but in my opinion well worth the money. Helicopter furnished with micraphones and ear muffs so you can talk and the pilot i had was very good at controls a...
gallery,gallery (名词),Stage Final (Full Corpus),3,3,"review_77a514305550d407e53aa84e :: Well coordinated day trip from South Rim to Page with lots of handoff from one tour company to another perfectly coordinated: 1 hr flight to Page with stunning views, 4 wheel drive..."
gap,gap（名词/物理实体）,Stage 1 (500 Discovery),3,3,review_a158a996fb85a211763435ea :: The flight itself is really scenic. I liked that we landed in the water about halfway through and could walk out on the sides of the plane to take in the view. Pilot was good but d...
gazed,gazed (动词),Stage Final (Full Corpus),3,3,"review_bfb0839876cfdea4ad79476b :: We had booked this trip as the highlight of our Kauai stay and were not disappointed.  The pilot Marcus was polite and very informative.   We mostly gazed at the beautiful island, ..."
gearing,gearing (名词),Stage Final (Full Corpus),3,3,review_3905519a1dd7aacea307ddb2 :: My family and I decided to take the longer Denali Flightseeing tour after many phone calls with Alaska Bush Floatplane's office staff. I spoke to both Molly and Nancy on different ...
gee,gee (名词),Stage Final (Full Corpus),3,2,"review_4b511e785239ec5a840348cc :: If you are planning a trip to Grand Canyon, add this tour to your itinerary. Grand Canyon Air Tours offers a Smooth Water Bus Trip that is just amazing.  The tour bus picked me up ..."
generosity,generosity（名词/物理实体）,Stage 1 (500 Discovery),3,3,"review_662f441878fa384baff0ed90 :: We had the most amazing experience, from start to finish, with Redtail Air Adventures! I had originally scheduled a helicopter tour for the morning of my birthday, however due to t..."
generously,generously (副词),Stage Final (Full Corpus),3,2,"review_0a132c05fb2d9a03880e580f :: This was a trip of a lifetime! The pilot was extremely knowledgeable, the team in the office was kind and helpful, and of course the scenery was beyond spectacular. The office very..."
geographically,geographically (副词),Stage Final (Full Corpus),3,3,review_f21e32ff56d648ebbecc3fb4 :: This is an absolute must-do in Ketchikan!  We absolutely loved our tour by Chuck!  This tour spent an hour in the air with some really great narration by our pilot.  He helped us u...
gigantic,gigantic (形容词),Stage Final (Full Corpus),3,3,"review_23dd8ca7ccb1504a0fdd0abe :: Having made a reservation to do a flightseeing trip months before we arrived in Talkeetna, I had the very good fortunate to have the sun shining throughout this spectacular trip. M..."
glaciar,glaciar,Stage Final (Full Corpus),3,3,review_2749cfd4b82b2f7e7dfb7545 :: We had a wonderful flight with great visibility and our pilot guide was not only knowledgeable but fun and entertaining. The views were great and the landing on the glaciar was tru...
glassy,glassy (形容词),Stage Final (Full Corpus),3,3,"review_287d97c4afcf8bb787054048 :: My husband and I always wanted to take this tour, and it was on our bucket list. While visiting family in Ketchikan, we were able to take this flight.  The pilot, Clark Hassle, was..."
gleaming,gleaming (名词),Stage Final (Full Corpus),3,3,review_c9165f59221d7127700e8e97 :: Readying to be picked up by the K-2 shuttle at our hotel (Grand Talkeetna Lodge) we were browsing the gift shop when several people mumbled and looked out the rear window to see De...
glider,glider (名词),Stage Final (Full Corpus),3,3,"review_d7f397165cee6b66348c7e8a :: OK, well, maybe a better way is to hike down to the bottom, or use a hang glider.  But for most of us, this is THE best way to go.  We rode in a 9-passenger plane for nearly an hou..."
glitch,glitch (名词),Stage Final (Full Corpus),3,3,review_f9544997546aa9788220cdbf :: A must do once in your lifetime. Really gives a perspective of the Fjords and the Alaskan Wilderness. Trip logistics were great and Taquan Air was very professional. My wife is afr...
glitches,glitches (名词),Stage Final (Full Corpus),3,3,review_b7c8c6165887ff90ffd3f69d :: The company was organized and the pilot was professional.  However the customer signs up for a package/flight and you are mostly likely not going to get what you signed up for due ...
grain,grain（名词/物理实体）,Stage 1 (500 Discovery),3,3,"review_856d2aa6a78e7be940af3eac :: This was a once in a lifetime, amazing, beautiful experience. 

- the flight out of Scottsdale through the river valleys is beautiful.
- you get to see both north and south side of..."
grande,grande,Stage Final (Full Corpus),3,3,"review_d128015cf6389badc9d29e8a :: I was very pleased with the trip, we had the Grande Denali booked but due to weather it was canceled , so the staff very quick and  helpfully booking us on another trip that was av..."
grandparents,grandparents (名词),Stage Final (Full Corpus),3,3,"review_abbcad81561ea62ba068b427 :: Our family of five, from teenager to grandparents, all loved our flight to the Misty Fjords National Monument. We did this as a cruise excursion through Holland America, which call..."
grant,grant (名词),Stage Final (Full Corpus),3,3,"review_476e90e6ed27abf7cd1ed7ee :: I  highly recommend this excursion. Our pilot Marcus is a veteran pilot who moved his family to Hawaii 13 years ago, forgoing an airline career to be able to be with his family. As..."
greatness,greatness (名词),Stage Final (Full Corpus),3,3,review_f9d63fd629adda8c6c385043 :: We had an amazing flight on Maverick helicopters to view the Grand Canyon. Vern was our pilot. He was fun to talk with and made us feel very safe.  Maverick has a great safety reco...
greener,greener,Stage 2 (2000 Expansion),3,3,"review_3656a4facec8b20674379efa :: We enjoyed our ride, it was very smooth and the views were outstanding. I got to sit in the co-pilot seat! The pilot was very informative as well (we know where Julia Roberts and P..."
grip,grip,Stage 2 (2000 Expansion),3,3,review_19a2211213c651082ea58f69 :: AN ABSOLUTE MUST DO! We did the 2 hr Grand Denali Flight with the Glacier Landing in June 22. It could not have been more awe-inspiring!  I was hesitant to book at first because I ...
grounding,grounding,Stage 1 (500 Discovery),3,2,"review_442bd14270e4cf874af0ab43 :: Last year, Taquan (pilot Dave and guide Mark Phillips) did an excellent job at getting us to Anan Creek.  However, due to our ship's limited time in port last year, along with poor..."
