word,chinese_translation,frequency,review_count,example_context
leg,非情感/中性客观词,2,2,"review_cbe4d099bc688920d0a3a2b9 :: I had to stretch my left leg out across the aisle of the plane to even fit there.
review_ae2ecce2195633184719de13 :: of the area and introduced us to many different sizes of Alligators we managed to get close up and personal with them while our Guide fed them bread allowing us to touch the skin on their backs and leg pretty awesome experience."
lei,非情感/中性客观词,2,2,"review_8f5e0f00afe0371683965f83 :: I really enjoyed the experience, especially the unexpected ginger chews, kukui nut lei, and photographs they gave us!
review_f486131a76d495cf9d39fbf2 :: She was very friendly and gave me a flower from her garden to put in my hair and a lei."
length,非情感/中性客观词,2,2,"review_a2b29095e810049546abca40 :: Perfect length flight to see Denali and more of the Alaska range from above.
review_c8e889e7d1d8bbada0e90f20 :: Pros: Great scenery; good length of trip: fun to land on glacier."
lesser,,2,2,"review_5af0aa2ddab59ab12c933bdc :: You can’t get as close to the falls as a helicopter would, but the lesser cost is something to consider.
review_65d0a54805e601aa5a524fcc :: A lesser group would have delayed the trip or made us wait longer till the smaller plane was refueled."
likely,,2,2,"review_17e1e5a0467c1f5d4bc7b3e1 :: It was only a 20 minute flight and they flew, most likely, what they had been contracted with for our crab tour.
review_58ba87f9326f017e0b3399ae :: We spoke with someone over the phone on multiple occasions who explained it would be just us with the possibility of one other person (although they explained that wouldn’t be likely)."
listened,,2,2,"review_7b76705a2666fc9f007a68b5 :: As we all stood and absorbed the gorgeous sights and listened to the glaciers sounding in the distance, all was right with the world!
review_442bd14270e4cf874af0ab43 :: After we got on land, and after Mark made the preparations for our hike to the bear viewing area, we met with the ranger at the base of the trail and listened to a briefing."
lodge,非情感/中性客观词,2,2,"review_61b1eca7654fb6e6ba4eee2b :: We received a little bit of a discount from the lodge where we were staying (Denali Overlook - outstanding).
review_94722da7341c1d81082329bf :: The crab feast at the lodge was great though."
loop,非情感/中性客观词,2,2,"review_291988db94de25fedef72be3 :: Actually did a loopity loop over the water!
review_17e1e5a0467c1f5d4bc7b3e1 :: Not much for narration from pilot and actually flew a loop so we saw some things twice - thrill."
lying,,2,2,"review_f1afb11c14a20df3c0e654e1 :: it was partly sunny with some low lying clouds.
review_dc71022ec47fe7e7dad91e8d :: "" So, beware, they're either lying about this to me or they're regularly putting guests in that painful position, for hours."
magazine,非情感/中性客观词,2,2,"review_5d1ed7c73f280b31c37e8a26 :: We found a discount coupon in the Bear Foot magazine that helped, but even without it, it would have been worth it.
review_65d0a54805e601aa5a524fcc :: While doing our research, we came across groups that would change the price depending on the discount coupon/magazine you're holding."
major,,2,2,"review_019fbcc3c6bba33f4bed7a22 :: SeaPlane Adventures provided a unique experience to see major attractions in the Bay Area by planes.
review_300f9baf05912fc8f616fd90 :: They just get fuel from the major companies there."
majority,非情感/中性客观词,2,2,"review_0509b05607cc2d4f113045a7 :: They fly the majority of the hikers up to base cam in May and June also.
review_fe616bc09c7b1a7ab721c000 :: The majority of the island is not navigable by land, so your only option is a boat tour or air tour."
manage,非情感/中性客观词,2,2,"review_92db6c4ddc4f03ed93a04bac :: we did still manage to do the scenic flight which was lovely and the scenery over the mountains was just beautiful however we were really upset we didnt get to land.
review_e798efde883a584b7d1decc7 :: I manage an off-road tour company on Maui."
maneuvering,,2,2,"review_5602d1746728a5b6cc1ad7ef :: Our experienced pilot did an excellent job of maneuvering through the openings in the clouds to get great views of Denali, the Ruth glacier and many more mountains in the range.
review_8fc519c90267d549394edbcc :: Their pilot was experienced, knowledgeable and did an awesome job with the flight take off, landing and also maneuvering flight during turbulence."
maneuvers,非情感/中性客观词,2,2,"review_6fbeaf457ee807a3d63481cd :: , had over 17,000 flight hours and made sure we were well aware of what to expect and what maneuvers were ahead.
review_020573619527477a45cf4db3 :: He played relaxing music and he was very knowledgeable of the areas as he narrated the experience and kept us well informed of any maneuvers he was making so we would not be caught off guard."
mask,非情感/中性客观词,2,2,"review_a2b29095e810049546abca40 :: Good covid protocols for those who are worried about mask usage etc…
review_58ba87f9326f017e0b3399ae :: Throughout the flight NOBODY including the guests or pilot wore a mask."
masks,非情感/中性客观词,2,2,"review_58ba87f9326f017e0b3399ae :: When it came time for our flight, the pilot + others arrived 20 minutes late, not wearing masks and informed us there would a total of 10 of us on the tour.
review_6c747674597f65b44f3632d6 :: I appreciated the safety protocols that they took to keep us all safe (temps, masks, screening)."
matter,,2,2,"review_2b5ddfd68cfd60efccca161d :: Our daughter sat in the copilot seat on the way out, and although she has Asperger's and has a lot of social anxiety, it did not matter to Leighan in the least.
review_3d455acb96b23304d8dd0f88 :: No matter which way you looked it was just amazing."
maverick,,2,2,"review_ff5e537b325ec18fe1935ae5 :: Luckily the chaps at maverick sorted us going on another flight - later than we wanted because of sun glare but at least we still got to go.
review_3988105c8c03cdaaf499f80e :: Regardless of where the mix up with weights happened (agent or maverick) you pay a lot of money so would expect more consideration."
maximum,,2,2,"review_b76e6c2bc278477c91d37c62 :: Although we were asked to give the weight of one person at booking, I couldn't find any information that stated a maximum weight for the group.
review_b560092bfc34feb15f983896 :: He made sure that everyone (there were four passengers in total, maximum would be five) could ask any questions they had, using the headphones with mikes and gave a really good commentary of the areas we were flying over, throughout the roughly 40 minute flight."
members,非情感/中性客观词,2,2,"review_53ff5143a41d862350d136a5 :: Our pick-up next morning was more eventful - Running late again with another family already on the bus, we were then delayed a further 20 minutes at our hotel while we waited for members of said family to visit the restrooms !
review_fa92cbdda379d432800e6f24 :: My wife and I plus three other family members took the Grand Canyon Connoisseur trip from Las Vegas to the South Rim of the Grand Canyon on September 30th and had a great trip."
midst,非情感/中性客观词,2,2,"review_0feea62cebd439414c25d6fc :: Keep in mind this is in the midst of Covid so flying on a plane with 7 strangers who NONE INCLUDING THE PILOT WERE WEARING MASKS is not ideal.
review_58ba87f9326f017e0b3399ae :: I hate to write a review in the midst of COVID for a small business, but unfortunately due to our experience I’m writing this in hopes that nobody else has the same experience."
mikes,非情感/中性客观词,2,2,"review_391296b7cc0f06b72663511f :: Each seat has a window and the pilot provides commentary and answers questions that are hard t pose as the mikes on the headsets don't work.
review_b560092bfc34feb15f983896 :: He made sure that everyone (there were four passengers in total, maximum would be five) could ask any questions they had, using the headphones with mikes and gave a really good commentary of the areas we were flying over, throughout the roughly 40 minute flight."
mileage,非情感/中性客观词,2,1,"review_f513ccad486e4e6b27890911 :: We covered the same amount of terrain that would have taken days to achieve on our own - without the crowds and mileage spent on the road.
review_f513ccad486e4e6b27890911 :: Not cheap, however, do the math between your time, mileage, food, lodging, navigation issues and crowd interference."
military,,2,2,"review_6fbeaf457ee807a3d63481cd :: To top it off, K2 gave me a NICE military discount.
review_f513ccad486e4e6b27890911 :: The 2+ hour round trip had a fabulous - experienced military veteran flight captain, an audio tour and plenty of tunes to entertain on the return flight."
missing,,2,2,"review_e53b4925cd09a8faac6e40ad :: After all these years of living in Marin, I can’t believe what we’ve been missing by not having done a seaplane tour until now.
review_af98c8cc4e2124c9b58818f6 :: If you do not do this, you are missing out on a truly once of a lifetime experience (unless you are one of the pilots, who get to do this amazing thing every single day)."
mixture,非情感/中性客观词,2,2,"review_6498ce79fc0b9213c772e5fc :: The mixture of rain and sun brought out rainbows time and time again, including a circular rainbow which was so neat and unique.
review_e83a9bc682b158918ad0f243 :: Take the little Cessna, ask Bruce for the right seat, have your partner sit in the back (very comfortable and windows on both sides), and do a mixture of a tour, sightseeing and flying yourself."
moon,非情感/中性客观词,2,2,"review_6857382b853cc9b1e8671ff9 :: Landing on the glacier was like landing on the moon!
review_3ba1137cb1b4e9207840a231 :: We arrived on a full moon and and a front coming through."
mouth,非情感/中性客观词,2,2,"review_782108ad97fa0d3252690e48 :: Acidently bookex yhe wrong mouth.
review_ff53fc07f1b4dad74f413aa0 :: Your mouth will hurt from smiling so much."
movies,非情感/中性客观词,2,2,"review_4fe36e620183f957af53af08 :: Kauai has lots of waterfalls, lots of movies have been filmed here, we spotted whales from the plane , we flew over the canyons and the na pali coast line with its many beaches - some secluded and can only get there my boat.
review_ef7bbe16ce33d90360beda5a :: ) was very knowledgeable of the land history and movies that had taken place there."
na,非情感/中性客观词,2,2,"review_4fe36e620183f957af53af08 :: Kauai has lots of waterfalls, lots of movies have been filmed here, we spotted whales from the plane , we flew over the canyons and the na pali coast line with its many beaches - some secluded and can only get there my boat.
review_d3344afb3778097e79588e15 :: We saw all the awesome stuff canyons na Pali coast beaches waterfalls."
names,非情感/中性客观词,2,2,"review_4e12b4a1176793651a28a048 :: Luke pointed out the names of the mountain formations as we soared around them.
review_2550a6c834378febe4d83d9e :: The pilot explains background and names of the various rock formation."
narrator,非情感/中性客观词,2,2,"review_5f3b8e78b25b023e9060f185 :: Great experience Josh was an awesome pilot and was a great narrator and picked us a great music playlist to cruise the sky and see the beauty of Kauai and a wonderful smooth landing!
review_bd39f3742bf919d95460cf49 :: Bruce was an amazing pilot and personal narrator on our tour."
narrower,,2,1,"review_d4fa1a7a54b252b2583388d6 :: However, once you go past the pilot's cabin, there is nothing to hold onto and the float gets narrower.
review_d4fa1a7a54b252b2583388d6 :: After about 5 minutes of standing on the front edge of the float where it is much narrower, I noticed her losing and then regaining her balance for a bit."
native,,2,2,"review_54ae5b5d8364deffe47809c6 :: Our guide Patrick was amazing; a native to the area and extremely knowledgeable about every camera and phone camera!
review_82386bb91c344ca8b5ec8dd0 :: Everglades park was stunningly remote with a local guide from Native stock our Airboat trip was full of thrills and wildlife."
nature,非情感/中性客观词,2,2,"review_bbf12aaf52ffd1f8f514701a :: By nature of their business, weather can play a role in their ability to provide their service.
review_8a2e45237fce19ebec74d4f5 :: Bruce knows so much about the nature and history of the island owning to his scientific background in the field of agriculture, so the flight was just as educational as it was thrilling."
nd,非情感/中性客观词,2,2,"review_2c1a37640a6578dcad237166 :: We went on the Base camp flight 2nd of June 2012, our pilot was Tyler.
review_9c6868b78a00b8da07fb65fc :: The 2nd stop on the shuttle bus was breathtaking and there was opportunity to do a little hiking."
necessarily,,2,2,"review_5e434da02b38cf19550a807e :: I wasn't necessarily expecting a bumpy ride but I also never expected it to be so flawless.
review_72fc1a6808ccb03c5b86fa0a :: We didn't necessarily want all the ups and downs the choppers take, and enjoyed the steady and amazing flight our pilot Marcus provided."
newer,,2,2,"review_254f46e4a5fb0f6c7e0c50cd :: (2) They could use newer planes.
review_ed42ef9dc4fa813cfcacdfdb :: We opted for Maverick because of their fleet of newer helicopters with ample windows spanning down to the floor in the front."
non,,2,1,"review_af08902c4c1b7326756e9e93 :: Not sure whether the reason for this was our non-caucasian origin.
review_af08902c4c1b7326756e9e93 :: He needs to be more patient and show more tolerance towards non-caucasian folks."
none,,2,2,"review_8a2e45237fce19ebec74d4f5 :: Starting with the reservation and emails with Ellen through the actual flight, our experience with Brue and Ellen was like none other!
review_0feea62cebd439414c25d6fc :: Keep in mind this is in the midst of Covid so flying on a plane with 7 strangers who NONE INCLUDING THE PILOT WERE WEARING MASKS is not ideal."
nuts,,2,2,"review_8004c02b664a326a3d504152 :: 5 stars not 5 as the plane was old - you could tell from the seats, wing nuts, fuel leaks, scratches on the window etc.
review_856d2aa6a78e7be940af3eac :: - the lunch didn’t accommodate for allergies (the bread is multi grain, not sure what nuts and seeds) also no veggie option."
occasions,非情感/中性客观词,2,2,"review_58ba87f9326f017e0b3399ae :: We spoke with someone over the phone on multiple occasions who explained it would be just us with the possibility of one other person (although they explained that wouldn’t be likely).
review_3988105c8c03cdaaf499f80e :: Long story cut short, we were told on two occasions that we couldn't fly on the day we had paid for as we hadn't given our weights."
offering,,2,2,"review_51d3d1bdd73dc48dd25270e7 :: A once-in-a-lifetime experience offering the best aerial views of San Francisco where our pilot showed us the entirety of the city along with its local landmarks including Sausalito, Muir Woods (in the distance), the Golden Gate Bridge*, Alcatraz, Crissy Field, Fisherman's Wharf etc etc.
review_4e12b4a1176793651a28a048 :: After researching the various tour operators offering this service, it was a no brainer to book with Talkeetna Air Taxi."
often,,2,2,"review_064c82589dc9f15ceb99ed00 :: How often are you able to get a 360 view of the gorge from 1500 feet?
review_f225a6425587ab65f3221474 :: Bruce often referred to us by name and genuinely seemed interested in learning more about us."
opportunities,非情感/中性客观词,2,2,"review_10e68422b6a984d268d5ab67 :: wanted - as a solo traveler got to sit in the right-hand seat with two other couples behind us - after departing the airport you do a (general) clockwise circle around the island affording plenty of opportunities to see Kipu Kai (the beach from the film ""Six Days and Seven Nights""), the Jurassic Park waterfall & Hanapepe Valley, Wiamea Canyon & the Na Pali Coastline, and Hanalei Bay.
review_105ba9efb69be55c10b265ee :: It was a lovely day, still and clear, the 45min flight was a long time over the Canyon giving excellent opportunities for photos."
opposite,,2,2,"review_e68e4472a8fa5075641e96df :: Their business is on the opposite side of the river from the airport.
review_4e12b4a1176793651a28a048 :: Since we sat in the same seats on our return, Luke made sure to fly back the opposite direction so we could see the views we missed on the way up."
organise,非情感/中性客观词,2,1,"review_5bc1dd064ce1bf7325638ddb :: You would expect with that sort of price that your tour would be organise properly.
review_5bc1dd064ce1bf7325638ddb :: On arrival at the canyon rim we were delayed by 30 minutes on our helicopter tour to the base of the canyon and ended up standing in the 100 degree heat while we waited for the company to organise our flight to the base of the canyon."
orient,非情感/中性客观词,2,2,"review_b2bb2560cd98db474ce2cbd6 :: This was a great way to orient myself with the layout of the land on Kauai, and the views of Wiamea Canyon and the Napali coast were spectacular.
review_9a6426dc1c3d9f04489aec57 :: Since this experience was very foreign to us, a 3D ground model so we could orient and have perspective would have been perfect."
originated,,2,2,"review_5ce92828289c9aa3f96c0197 :: Had I been informed that the tour originated in Page, we would have stayed there and eliminated the bus ride, but it never gave me the information during the reservation process.
review_f513ccad486e4e6b27890911 :: the flight originated and returned to Sedona where we were staying."
overbooked,,2,1,"review_4f51f3465ac0bd137a98f9eb :: They said they were overbooked but we had booked weeks before.
review_4f51f3465ac0bd137a98f9eb :: Also i asked why they had left it until the night before to call surely they knew they were overbooked long before."
overlooking,,2,2,"review_71241e031e521f6c6963b901 :: We did the skywalk and had lunch overlooking the Grand Canyon.
review_e55f985b9a9c0b8f6f16b85a :: The bear viewing was excellent on a raised platform overlooking the salmon run and falls."
owned,,2,2,"review_082e1f27aa3bb895882c5db8 :: It's family-owned so they take real good care of you and make sure that you have an awesome experience.
review_e4cd1a8f00e8148f6f1f053c :: The company is family owned and do a 100% professional job."
owns,非情感/中性客观词,2,1,"review_23cf34800c98795a842db371 :: He told us that he owns this company and two planes and he is going to buy a new bigger plane.
review_23cf34800c98795a842db371 :: However, for a pilot who earns a high wage or owns his own company, tipping should be at customer's discretion, not by forced tipping which is the case here."
pack,非情感/中性客观词,2,2,"review_6695b050bf998824d236b151 :: Upon being dropped off and after the plane left I realized that 5 of my buckles were broken on my pack during the transportation.
review_f63c57ac2ae27b8085da9201 :: We had a back-pack to stuff items in and it came in handy."
package,非情感/中性客观词,2,2,"review_c39dc7379a12552fa62d8ddd :: We booked the full package through Grand Canyon Scenic Airlines: air flight to the Canyon, helicopter trip into the Canyon and river ride, bus tour and Skywalk.
review_520ec648c1870a6850cda010 :: We purchased the photo/DVD package."
packed,,2,2,"review_d4fa1a7a54b252b2583388d6 :: She said no because she was following the pilots instructions and practically could not get back because the float by now was packed with most of the 10 passengers and the pilot.
review_14fb1c381a6cd986fd64e61c :: We had a fully packed schedule while visiting multiple cities so our time in Talkeetna was limited."
pad,非情感/中性客观词,2,1,"review_5bc1dd064ce1bf7325638ddb :: When we landed at the base of the canyon you are pointed in the general direction of the river and told to find your own way down to the boat which is about 500ft down a rock track - the whole way along people coming up were asking us the way back to the helicopter pad.
review_5bc1dd064ce1bf7325638ddb :: We were met at the heli pad by a young lady who passed us a ticket and told us to get on the bus and get off at the second stop - the ticket was our lunch ticket."
paradise,非情感/中性客观词,2,2,"review_fe616bc09c7b1a7ab721c000 :: There's also music in the background that will keep you entertained throughout the trip through paradise.
review_9fc2b47cc37cda6b522e1bc2 :: The views are out of this world and Kauai must be seen from the air to truly appreciate this island of paradise."
partial,,2,2,"review_92db6c4ddc4f03ed93a04bac :: We were offerred a partial refund for not getting to land on the glacier which was very appreciated.
review_843844b6777d94fde76c454a :: They wouldn't return all of our money and wanted us all to leave to be contacted by a more senior manager who would negotiate a partial refund."
partly,,2,2,"review_f1afb11c14a20df3c0e654e1 :: it was partly sunny with some low lying clouds.
review_cd27921d3895fc595fd53af3 :: It was a partly cloudy day but once in the fjords, there was a beautiful mist of clouds running through them."
passing,,2,2,"review_8f77d9be32b5ec0139d85201 :: Definitely a must-do for anyone passing through the area.
review_6817a71966166352425fc30b :: We continued east toward Kilauea lighthouse and wildlife sanctuary prior to continuing south passing features such as the Sleeping Giant, Fern Grotto, and the Wailua River."
path,非情感/中性客观词,2,2,"review_e55f985b9a9c0b8f6f16b85a :: He was very handy when we met a mother and cubs on the path both times!
review_5bc1dd064ce1bf7325638ddb :: No clear path or directions marked on the hazardous trail."
patterns,非情感/中性客观词,2,2,"review_1fc8f0c15a6fbe4082544da9 :: Do wear dark clothing without patterns to reduce glare off the windows when taking photos.
review_8a2e45237fce19ebec74d4f5 :: He also knows the weather patterns and will take you out at the best times, when the sky is clear and you can see everything."
phones,非情感/中性客观词,2,2,"review_254f46e4a5fb0f6c7e0c50cd :: The pilot stopped the golf cart near the hangars and asked us to click the links and do the review on the spot…and then he checked our phones to see that the reviews were completed with a thank you screen showing.
review_50087c058cc38daa21b82926 :: You listen to information and music with head phones, which adds to the experience."
photographer,,2,2,"review_024ec55872d9cd2b4775d0f8 :: Trent was our pilot who was great also excellent at pointing out different things on our flight as well as a photographer once we arrived on the glacier.
review_87cfcc6ea5dc27390610d5ab :: He's also an excellent photographer so be sure to have him take your picture when he lands the plane at the floating dock."
photographers,非情感/中性客观词,2,2,"review_a2b29095e810049546abca40 :: We are professional photographers and got some pretty awesome images and video.
review_9c6868b78a00b8da07fb65fc :: The photographers were very good for those who are interested in pictures."
photographs,非情感/中性客观词,2,2,"review_8f5e0f00afe0371683965f83 :: I really enjoyed the experience, especially the unexpected ginger chews, kukui nut lei, and photographs they gave us!
review_f486131a76d495cf9d39fbf2 :: Bruce gave excellent narratives throughout the tour and pointed out the sights for photographs."
photography,非情感/中性客观词,2,2,"review_5af0aa2ddab59ab12c933bdc :: Our flight was at 1 pm and it wasn’t the perfect time for photography of the Napali coast due to sun glare.
review_6817a71966166352425fc30b :: Took a 70 minute flight with my two young daughters, the Gippsland GA8 (airvan) is a comfortable aircraft, each passenger has a bubble window suitable for photography, and cold bottled water is available throughout the flight."
picking,,2,1,"review_d1c46ed35c8ceeb268f8f53b :: Please be warned you spend 2 hours before you leave picking up guests from other hotels and then the same in return, so a 7.
review_d1c46ed35c8ceeb268f8f53b :: Generally I would suggest ask questions before you book - all sounds great but a lot of wasted time picking and dropping people off"
pickup,非情感/中性客观词,2,2,"review_b4bead6114e21d906db86f66 :: There was clearly a miscommunication with our pickup and I had to call them to see where they were, we were picked up about 30-45 min late and then had to wait a bit when we got to the dock so that got a little frustrating.
review_5a1b8e811f271cd72ec5f404 :: The lady for pickup is super nice and friendly."
piece,非情感/中性客观词,2,2,"review_d4fa1a7a54b252b2583388d6 :: Following the pilot's request, my teenage daughter, who was second in line from the front, decided to pass the girl in front of her who was holding on to the last piece of equipment on the front part of the fuselage.
review_79b833d433db85183bfe559d :: Landed and took a pink Jeep tour (included in the piece)."
pine,,2,2,"review_cbe4d099bc688920d0a3a2b9 :: he would do well to brush up on his knowledge of the pine tree was on the island.
review_12906dbaf85aa756684ce4cf :: When you fly out over the pine trees is something but then you can see the edge of the canyon then suddenly the ground drops away and you are over the canyon in all it's glory."
placed,,2,2,"review_8b4c172e7b644d8c4b931cc0 :: We were placed on an early tour and a shuttle took us to the Taquan office.
review_ed42ef9dc4fa813cfcacdfdb :: We travelled with our 7 and 10 year old children and were placed in a private tour with no others, which was wonderful and we all had a fantastic view, I was in front with the two kids and my husband was behind the pilot next to the window."
plantations,非情感/中性客观词,2,2,"review_123bf9f58334923a62ba4371 :: Wings Over Kauai offers a comfortable air tour of the entire island with spectacular views of the most popular and breathtaking sites the island has to offer, including: waterfalls, coastlines, Waimea Canyon, the inner island, sugar plantations, resort areas, and open sea.
review_342e110195857bea58aeaba7 :: We saw the whole island, the coffee plantations, Waimea (Grand) Canyon, the famous waterfalls in Jurassic Park, the Na Pali Coast, the beaches and golf courses, Julia Robert's house and even a whale slapping the water with his fluke."
playlist,非情感/中性客观词,2,2,"review_9a11f9cee33a76f2968df167 :: We were presented with CD's of pictures and a Hawaiian playlist which we really appreciated.
review_5f3b8e78b25b023e9060f185 :: Great experience Josh was an awesome pilot and was a great narrator and picked us a great music playlist to cruise the sky and see the beauty of Kauai and a wonderful smooth landing!"
pocket,非情感/中性客观词,2,2,"review_f80c9c3673198e49ded8a5ff :: He knows the area like his pocket.
review_8004c02b664a326a3d504152 :: Also the DVD wasn't filmed with a high def, even my pocket camera could do better."
pod,非情感/中性客观词,2,2,"review_254f46e4a5fb0f6c7e0c50cd :: Also, the control pod of my headphones was coming apart with interior wires showing, and all the headphones had earmuff covers that were dirty and almost coming off…they could use disposable ear muff covers and mouthpiece covers…these things are very cheaply available on Amazon.
review_cdfb30308f4301fae846c380 :: The flight to Friday Harbor on the seaplane was so much fun, and we even spotted a pod of whales playing along the way."
policy,非情感/中性客观词,2,1,"review_4e12b4a1176793651a28a048 :: Not only were their Trip Advisor and Google reviews great, but what sold me was their policy to rebook or refund their tours.
review_4e12b4a1176793651a28a048 :: The other companies had a much more rigid refund policy."
pontoon,非情感/中性客观词,2,1,"review_8b4c172e7b644d8c4b931cc0 :: From here it was a magnificent early morning flight to a floating pontoon in the Tongrass National Forest.
review_8b4c172e7b644d8c4b931cc0 :: Words cannot do justice to the scenery and the tranquility felt during our short stay on the pontoon."
pop,,2,2,"review_6695b050bf998824d236b151 :: I would highly recommend a more mom and pop one vs.
review_5e434da02b38cf19550a807e :: If you are torn between two companies, choose the one with the red planes as the color will simply pop in every picture you have."
popped,,2,2,"review_8f5e0f00afe0371683965f83 :: I popped a Dramamine an hour before the flight, but I probably would have been fine without it since pur pilot, Bruce, flew and landed the plane super smoothly--all while giving us lots of trivia and facts about Kauai!
review_520ec648c1870a6850cda010 :: Two days after the tour, we got home and I popped the DVD into the player - NO DATA - they didn't actually process the DVD, gave us a blank."
possibly,,2,2,"review_53ff5143a41d862350d136a5 :: What can I possibly say that far better writers than I, havn't already said.
review_f513ccad486e4e6b27890911 :: See more than you can possibly see from any ground tour."
power,,2,2,"review_b76e6c2bc278477c91d37c62 :: Spencer did everything in his power to make this a fun outing for us, but he couldn't turn his plane into a helicopter and he had to charge us for the second trip.
review_5d1ed7c73f280b31c37e8a26 :: My wife and I both agreed that because the power and the beauty were so intense, there were times when it was very emotional and even spiritual."
prepare,非情感/中性客观词,2,2,"review_3be86b281748fcad0f0f0b34 :: This was my second heli flight so I knew what to expect, but nothing can prepare you for the moment the craft flies over the edge of the canyon.
review_03a8176b0cded4dbc878970a :: They are extremely professional and have a very efficient and accurate system for reservations and disseminating information needed to prepare for the flight."
presented,,2,2,"review_9a11f9cee33a76f2968df167 :: We were presented with CD's of pictures and a Hawaiian playlist which we really appreciated.
review_0feea62cebd439414c25d6fc :: We were told we did not purchase the cancellation insurance which was never presented when I booked over the phone and we could only get 50% refunded."
previous,非情感/中性客观词,2,2,"review_91b5ac257e996a4c3bfffe58 :: Even though Jay and I had been to Kauai on 3 previous visits, we'd never seen it from the air.
review_dafd17fb22d68e59bc4affa4 :: I chose to fly with Seawind Aviation on recommendation from my father who has had two previous tours with Steve Kamm."
priced,,2,2,"review_b2bb2560cd98db474ce2cbd6 :: This trip was awesome and reasonably priced.
review_e337e31f64aeeda13feabe34 :: You won't get down as close as the helicopters do, but you will still see plenty in a safe, reasonably priced way."
pricing,,2,2,"review_4e12b4a1176793651a28a048 :: But they offered to rebook us on the Mountain Explorer tour the next day without the glacier landing with a refund of the difference in pricing, so we rebooked it.
review_2550a6c834378febe4d83d9e :: Bad Luck: My friend and I catched the seats on the back which did not provide an ideal view - I wished this would have been mentioned in advance and would have been taken into acaount in the pricing."
professionally,,2,2,"review_5af0aa2ddab59ab12c933bdc :: We highly recommend that you also purchase the dvd of your flight that is done very professionally to share with those you love and to revisit your experience.
review_5bc1dd064ce1bf7325638ddb :: You would have to be insane to trust your money, time and safety to them to professionally conduct a tour."
prop,非情感/中性客观词,2,2,"review_082e1f27aa3bb895882c5db8 :: Saw they used those small prop planes (good for those that get motion-sick) and then I saw they had a combo tour.
review_3d455acb96b23304d8dd0f88 :: As we now had a total of seven people going they sent us up in a twin prop plane."
protocols,非情感/中性客观词,2,2,"review_a2b29095e810049546abca40 :: Good covid protocols for those who are worried about mask usage etc…
review_6c747674597f65b44f3632d6 :: I appreciated the safety protocols that they took to keep us all safe (temps, masks, screening)."
questionable,,2,2,"review_d91761b1b401f84f5f5072f8 :: It was questionable if we were going to get to go because of weather.
review_4211143addd86a6d8bcb71c2 :: What impressed us most was the day of our original scheduled flight was questionable weather and they changed us to a different day and time which worked out well."
queue,非情感/中性客观词,2,1,review_b7057b38356e6f4a373a9626 :: I think we were a little spoilt because it was just the four of us and apart from the queue for lunch and the queue for photos on the airwalk we were straight into everything.
radio,非情感/中性客观词,2,2,"review_d0b0d27d1119677d3f1a887e :: When I found Wings Over Kauai I called and asked a few questions and quickly realized they offered the perfect compromise, I was able to fly left seat in a Cessna 172 while Bruce sat in the right seat, took care of all the radio work and provided a complete narrative of all of the sights we were flying over.
review_0d83a2c8c71d477e19742e49 :: As I am also a pilot, I did the flying and he managed the radio and navigation so it was a very relaxed and pleasurable experience."
rainbow,非情感/中性客观词,2,2,"review_6498ce79fc0b9213c772e5fc :: The mixture of rain and sun brought out rainbows time and time again, including a circular rainbow which was so neat and unique.
review_1fc8f0c15a6fbe4082544da9 :: We saw a gorgeous ground rainbow as we were coming in for a landing."
raining,,2,2,"review_d885e5c4d3d84166ffc7048f :: It was raining really hard and super cloudy and they made no circumstances.
review_2152cb7299267a7f612a8178 :: Even though it was raining throughout the area, we were still able to land on the glacier."
raised,,2,2,"review_e55f985b9a9c0b8f6f16b85a :: The bear viewing was excellent on a raised platform overlooking the salmon run and falls.
review_b27a5b6f0ee0a61ed67119b2 :: Then the pilot raised his voice spoke to her very rudely Infront of all passengers."
ranger,,2,1,"review_442bd14270e4cf874af0ab43 :: If you remember any tip from this review, it is this: if you want to avoid the potential hassles and delays of low-tide arrivals at Anan Creek by float plane, make sure ahead of time that your pilot knows to putter into the entrance of the creek where the water is deep enough (even at low tide) for any float plane to drop off passengers just below the ranger briefing station.
review_442bd14270e4cf874af0ab43 :: After we got on land, and after Mark made the preparations for our hike to the bear viewing area, we met with the ranger at the base of the trail and listened to a briefing."
rare,,2,2,"review_391296b7cc0f06b72663511f :: @ 12 seater designed to soar through the clouds to try and glimpse Denali's peak, which is rare.
review_e1b0bb788c94ed501a6bff9c :: It's pretty rare that you find someone who can provide excellent customer service even when things don't work out."
rating,,2,2,"review_b76e6c2bc278477c91d37c62 :: He was very invested in our experience from start to finish, and my rating would be ""excellent"" if it only pertained to him.
review_ac2b3afeaa4e0accf96587fb :: Seawind and their pilot deserve the full 5 stars rating, but be aware of the impact weather conditions could have on your tour."
rave,非情感/中性客观词,2,2,"review_dab22a731c7c898089e97ba1 :: Every rave review for a helicopter tour of the Grand Canyon is an understatement.
review_14fb1c381a6cd986fd64e61c :: Those that came off the plane while we were in the building had rave reviews of the flight."
reach,非情感/中性客观词,2,2,"review_9a11f9cee33a76f2968df167 :: Many of these beaches and waterfalls we flew over, you could not reach by car and are not part of the helicopter tours.
review_7a0a93640d0eeff2c81d05fe :: It was a fabulous trip - felt like we could reach out and touch The Mountain!"
